GEOID,County name,Percent of population that is foreign-born,Percent of adults (25 or older) who are not high-school graduates,Percent of population with income below 150 percent of poverty level,Percent of households receiving public assistance income,Percent of persons (ages 16 or older) unemployed,Percent limited-English households,Percent of persons who moved from outside county in past year,Total population,Hispanic_Latino,White,Black or African American,AIAN,Asian,NHPI,Some other race,Two or more races,Tract name,Incorporated (%),Unincorporated (%),Size (sq. mi.),Pop density,AD_overlapped,SD_overlapped,CD_overlapped,Census 2020 Region
06001433600,Alameda,35,18.3,22.4,3.5,2.6,21.2,1.6,5966,18.8,27.2,6.5,2.4,31.2,6.2,0,7.7,Census Tract 4336,San Leandro (100.0),0,0.6,10328.7,AD-18,SD-9,CD-13,3
06001433700,Alameda,37.5,25.1,25.2,1.8,0.4,6.5,2.9,3180,53.6,15.6,5,0.4,16.9,6,0,2.4,Census Tract 4337,none,100,0.5,7086.5,AD-20,SD-10,CD-15,3
06001433801,Alameda,57.6,33,24.8,6.4,5.6,12.3,2.9,3598,50,5.3,13.3,0.1,31.1,0,0,0.2,Census Tract 4338.01,none,100,0.2,15690.7,AD-20,SD-10,"CD-13, CD-15",3
06001433802,Alameda,38.9,15.4,14.2,4.8,1.2,20.6,5.3,4155,27.2,7.2,13.5,0.4,49.2,0,0,2.4,Census Tract 4338.02,San Leandro (2.3),97.7,0.4,12103.7,"AD-18, AD-20",SD-10,"CD-13, CD-15",3
06001433900,Alameda,32.4,27,30.4,8.3,7,22.9,2.5,7683,45.7,9.8,20.6,0.4,12.6,1,5.2,4.7,Census Tract 4339,none,100,0.3,21672.4,AD-20,SD-10,CD-15,3
06001434000,Alameda,41.8,29.7,31.5,8.6,7.4,21.9,1.5,5073,49.4,16.1,11.5,0.2,20,0,0,2.7,Census Tract 4340,none,100,0.5,11831.8,AD-20,SD-10,CD-15,3
06001435102,Alameda,27.3,10.1,16,1.6,8.3,0.5,16,6391,28.6,26.6,13.1,0.5,22.3,0.3,0.2,8.3,Census Tract 4351.02,Hayward (99.9),0.1,1.6,3608.3,AD-20,SD-10,CD-15,3
06001435103,Alameda,34.4,5,3.3,2.4,6.3,2.3,3.9,7621,12,32.2,8.3,0,38.5,0.1,0.1,8.8,Census Tract 4351.03,"Hayward (48.0), Union City (0.0)",51.9,20,386.4,AD-20,"SD-10, SD-7",CD-15,3
06001435104,Alameda,49.4,12.8,17.6,8.7,6.5,13.5,5.1,5984,33.7,12.7,12,0.4,35.3,0.5,1.3,4.2,Census Tract 4351.04,Hayward (100.0),0,2.8,2586.2,AD-20,SD-10,CD-15,3
06001435200,Alameda,30.2,8.9,4.8,2.8,2.4,3.2,0.7,4916,27.4,22.4,18.6,0.2,23.6,0.1,0.7,6.9,Census Tract 4352,Hayward (10.4),89.6,0.9,5171.2,AD-20,SD-10,CD-15,3
06001435300,Alameda,25.5,11.1,12.4,4.6,5.7,3.8,6.1,4943,28,25.3,20.9,0.1,16.2,3.6,0,5.8,Census Tract 4353,Hayward (67.9),32.1,0.5,10227.7,AD-20,SD-10,CD-15,3
06001435400,Alameda,33.2,11.2,29.4,3.1,7.9,10.4,4.7,4584,28.6,22.3,19.2,0.3,18.7,2.4,2,6.5,Census Tract 4354,Hayward (100.0),0,0.5,9655.1,AD-20,SD-10,CD-15,3
06001435500,Alameda,30.2,21.6,20.6,7.6,4.1,11.5,4.4,4192,44.9,30.6,11.3,0.3,7.5,2.6,0,2.7,Census Tract 4355,Hayward (51.4),48.6,0.4,10499.9,AD-20,SD-10,CD-15,3
06001435601,Alameda,35.3,30.4,18.5,6,6.7,14,1.7,5346,53.4,13.5,13.9,0,14.9,2.3,1,1,Census Tract 4356.01,Hayward (0.1),99.9,0.4,14930.7,AD-20,SD-10,CD-15,3
06001435602,Alameda,23.7,16.5,13.8,7.3,5.1,9.6,1.7,5311,58.4,24.1,8.8,0.1,7.8,0.3,0,0.5,Census Tract 4356.02,none,100,0.4,12934.9,AD-20,SD-10,CD-15,3
06001435700,Alameda,36,26.4,15.7,2.4,11.1,8.2,6.9,5209,48.5,20.4,9.2,0.1,13.5,3.8,0,4.5,Census Tract 4357,none,100,0.5,9543,AD-20,SD-10,CD-15,3
06001435800,Alameda,29.6,13,13.8,1.8,4,7.3,1.1,5437,42.4,21.4,4.7,0,28.3,0.2,0.4,2.7,Census Tract 4358,none,100,0.5,11338.5,AD-20,SD-10,CD-15,3
06001435900,Alameda,35.1,17,7.2,1.8,6.3,7.5,1.8,5430,26.7,29,3,0,38.2,1.1,0.5,1.7,Census Tract 4359,none,100,0.9,5827.4,AD-20,SD-10,CD-15,3
06001436000,Alameda,25.3,11.5,9.8,2.8,6.8,8.2,3.2,5194,44.2,29,0.3,0.6,22.8,0.1,0.2,2.8,Census Tract 4360,none,100,0.5,9721.8,AD-20,SD-10,CD-15,3
06001436100,Alameda,39.2,18.1,15,4.6,5.4,16.1,4.3,6187,36.8,18.8,4.5,0.4,32.1,3.8,0.8,2.8,Census Tract 4361,none,100,0.5,11796.2,AD-20,SD-10,CD-15,3
06001436200,Alameda,32.6,22,24.4,8.5,9.2,13.8,3.4,4208,57.3,9.6,19.7,0,10.1,0.9,0,2.3,Census Tract 4362,Hayward (1.9),98.1,0.2,16781.4,AD-20,SD-10,CD-15,3
06001436301,Alameda,35,25.5,14,10.3,5,8.8,2.6,5449,54,8.5,12.7,0,20.9,0.3,0,3.6,Census Tract 4363.01,Hayward (78.1),21.9,0.4,14166.6,AD-20,SD-10,CD-15,3
06001436302,Alameda,41.7,25.3,9.5,0.7,1.9,13.5,10.2,3957,50.9,19.7,6.6,0,21.1,0.4,0,1.4,Census Tract 4363.02,Hayward (100.0),0,0.3,13069,AD-20,SD-10,CD-15,3
06001436402,Alameda,21.5,5.7,6,1.8,2.6,2.7,0.9,2711,18.3,37.2,19,0,20,0,0.6,4.9,Census Tract 4364.02,Hayward (41.1),58.9,1.6,1822.1,AD-20,SD-10,CD-15,3
06001436403,Alameda,22.6,16.3,11.6,1.2,5.7,11.2,3.8,4290,27.4,25.8,13.8,0,21.2,0.7,0,11.2,Census Tract 4364.03,Hayward (100.0),0,0.6,7188.1,AD-20,SD-10,CD-15,3
06001436404,Alameda,23,2.4,4.4,0,3.1,1.9,0.5,3126,21,45,8.9,0,23.4,0,0,1.6,Census Tract 4364.04,none,100,0.6,5939.1,AD-20,SD-10,CD-15,3
06001436500,Alameda,40.2,21.2,23,5.4,6.1,14.3,11,5246,47.2,12.8,13.5,0.6,17.7,4.1,0,4.2,Census Tract 4365,Hayward (100.0),0,0.8,7071.5,AD-20,SD-10,CD-15,3
06001436601,Alameda,41.6,19,17,12,4.6,8.3,6.9,6649,54.1,12.2,7.9,0,16.3,0,0.2,9.4,Census Tract 4366.01,Hayward (100.0),0,0.4,16160.3,AD-20,SD-10,CD-15,3
06001436602,Alameda,39.4,20.5,21.4,8.4,3.6,14.3,2.4,4765,43,12.9,12.3,0,21.4,1.6,0,8.8,Census Tract 4366.02,Hayward (100.0),0,0.4,15645.1,AD-20,SD-10,CD-15,3
06001436700,Alameda,29.5,12.7,24,4.5,1,5.5,1.7,3351,49.8,19.7,10,0,17,0.4,0,3,Census Tract 4367,Hayward (100.0),0,0.3,11969,AD-20,SD-10,CD-15,3
06001436800,Alameda,40.7,14.3,11.1,4.7,2.6,8.4,1.5,4042,45.2,12.8,11.4,1,23.5,2.3,0,3.9,Census Tract 4368,Hayward (100.0),0,0.4,10965.1,AD-20,SD-10,CD-15,3
06001436900,Alameda,35.2,27,28.7,5.8,3.7,17.2,1.8,6642,63.9,12.4,4.8,0.1,15.1,1.3,0,2.5,Census Tract 4369,Hayward (100.0),0,0.5,15232,AD-20,SD-10,CD-15,3
06001437000,Alameda,36.7,16,7.9,5.9,4.1,7.4,0.9,3535,38.4,19.8,6.8,0,29.6,4.2,0,1.2,Census Tract 4370,Hayward (100.0),0,0.6,6041.8,AD-20,SD-10,CD-15,3
06001437101,Alameda,49.5,17.2,14.2,3.1,6.9,8.4,3,7516,31.9,11.2,7.2,0.9,40.6,4.4,0.2,3.6,Census Tract 4371.01,Hayward (100.0),0,19,396,AD-20,SD-10,CD-15,3
06001437102,Alameda,40.5,16.4,17.6,8.3,3.5,16.3,3.6,4481,35.9,11.6,10.1,0,32.9,0.2,0.2,9.1,Census Tract 4371.02,Hayward (100.0),0,0.3,13566.2,AD-20,SD-10,CD-15,3
06001437200,Alameda,42.9,10.9,10.1,1.5,8.9,6.4,6.2,8008,27.7,12.6,7.4,0.7,43.3,1.7,0.2,6.4,Census Tract 4372,Hayward (100.0),0,1,8816.5,AD-20,SD-10,CD-15,3
06001437300,Alameda,45,20,32,8.5,8.1,6.8,4.3,3091,30.8,16.2,13,0.4,34.7,1.7,0,3.3,Census Tract 4373,Hayward (100.0),0,0.4,8464,AD-20,SD-10,CD-15,3
06001437400,Alameda,32.8,19.2,6.9,7.7,9.4,8.7,1.4,3362,47.9,18.2,4.1,0.6,22.5,2.5,1.2,3,Census Tract 4374,Hayward (100.0),0,0.3,10584.4,AD-20,SD-10,CD-15,3
06001437500,Alameda,43.3,34.9,20.6,15.1,3.3,15,4,4478,57.2,16.4,2,0,17.6,5.2,0,1.6,Census Tract 4375,Hayward (100.0),0,0.2,19610.3,AD-20,SD-10,CD-15,3
06001437600,Alameda,46.8,15.7,14.6,7.9,4.7,18.9,5.6,3488,33.8,14.7,6.6,0,40.3,2,0.4,2.2,Census Tract 4376,Hayward (100.0),0,0.3,10746.1,AD-20,SD-10,CD-15,3
06001437701,Alameda,39.9,29.2,21.6,15.6,3.5,12.5,4.8,3773,53.8,10.9,11.6,0.6,20.7,0.5,0,1.9,Census Tract 4377.01,Hayward (100.0),0,0.2,21352.2,AD-20,SD-10,CD-15,3
06001437702,Alameda,42.7,38.9,21.3,11.7,2.6,30,2.1,3930,72.4,5.1,8.5,0.3,9.5,1.9,0,2.3,Census Tract 4377.02,Hayward (100.0),0,0.1,30704.6,AD-20,SD-10,CD-15,3
06001437800,Alameda,36.3,14.3,6.7,3.9,5,5.4,3.6,5150,35.8,21.2,6.3,0.9,30.5,2.9,0,2.3,Census Tract 4378,Hayward (100.0),0,0.5,9715.4,AD-20,SD-10,CD-15,3
06001437900,Alameda,34.4,16.9,9.2,11.3,7.2,12.1,3.8,2345,49.3,11.4,8.8,0.5,20.9,8.1,0.1,1,Census Tract 4379,Hayward (100.0),0,0.3,9312,AD-20,SD-10,CD-15,3
06001438000,Alameda,32.6,12.3,3.3,11.9,3.5,4.6,8.8,3938,24.1,23.2,10.5,0,39.1,0.6,0,2.5,Census Tract 4380,"Hayward (66.4), Union City (33.6)",0,0.9,3629.3,AD-20,SD-10,CD-15,3
06001438100,Alameda,43.5,16.5,9.9,10.4,1.5,13,2.7,8447,36.6,14.1,5.9,0.4,39.1,0.4,0.7,2.7,Census Tract 4381,Hayward (100.0),0,0.8,10100.7,AD-20,SD-10,CD-15,3
06001438201,Alameda,36.1,22.2,11.1,5.9,6.2,13.2,5.2,4968,56.6,6.9,6.6,0,20.5,4,0.3,4.9,Census Tract 4382.01,Hayward (100.0),0,0.4,12514.2,AD-20,SD-10,CD-15,3
06001438203,Alameda,46.7,13,8,4.3,5.6,15.7,2.2,4029,21.4,16.5,3.4,0,52.1,4.6,0,2,Census Tract 4382.03,Hayward (100.0),0,2,2069.6,AD-20,SD-10,CD-15,3
06001438204,Alameda,46.6,16.9,8.8,6.7,7.1,7.5,2.8,5976,36.3,13.5,4.2,0.5,35.3,1.6,0,8.6,Census Tract 4382.04,Hayward (100.0),0,0.6,10326.2,AD-20,SD-10,CD-15,3
06001438300,Alameda,44.9,17.8,7,7.9,3.5,8.1,3.5,3605,38.2,4.7,9.1,0,38,7.5,0.2,2.2,Census Tract 4383,Hayward (100.0),0,0.3,11694.4,AD-20,SD-10,CD-15,3
06001438400,Alameda,48.6,10.1,5.6,7.9,4.7,10.6,1.6,2666,27.5,15.5,8.6,0,44.8,0.8,0,2.9,Census Tract 4384,Hayward (100.0),0,0.7,3696.4,AD-20,SD-10,CD-15,3
06001440100,Alameda,31.7,6.7,7.8,1.8,6.6,5.2,2.2,2753,17.9,41.7,3.2,0.4,29.2,0.8,0,6.8,Census Tract 4401,Union City (98.6),1.4,10.6,251.2,AD-20,"SD-10, SD-7",CD-15,3
06001440200,Alameda,37.8,25.9,8.9,15.9,2.3,14.3,4.5,6106,66.5,2.7,5.3,0.1,24.1,0,0,1.3,Census Tract 4402,Union City (100.0),0,0.4,12909,AD-20,SD-10,CD-15,3
06001440301,Alameda,35.6,17.9,14.2,11.9,3.7,9.1,4.5,7805,32.7,27,4,0.1,31,1.1,0,4,Census Tract 4403.01,Union City (100.0),0,1.7,4264.8,AD-20,SD-10,CD-15,3
06001440304,Alameda,50.1,12.4,9.4,9.2,3.7,15.7,2.9,5124,10.6,7.3,13,0,60.6,5,0,3.5,Census Tract 4403.04,Union City (100.0),0,0.4,12516.2,AD-20,SD-10,CD-15,3
06001440305,Alameda,47.9,7.4,7.1,1.6,2.5,3.6,2.6,4401,18,16.8,1.3,0.7,59.5,0.2,0.1,3.4,Census Tract 4403.05,Union City (100.0),0,0.4,10262.6,AD-20,SD-10,CD-15,3
06001440306,Alameda,48,15.4,11,10.9,2.4,11.7,2.9,4119,11.8,10.9,4.2,0,66.5,2.3,0,4.4,Census Tract 4403.06,Union City (100.0),0,0.3,15390.4,AD-20,SD-10,CD-15,3
06001440307,Alameda,45.9,9.3,9.3,7.6,3.5,12.7,1.7,4928,16.9,17.6,3.4,0.2,59.5,0.2,0,2.2,Census Tract 4403.07,Union City (100.0),0,0.5,8220,AD-20,SD-10,CD-15,3
06001440308,Alameda,45,14.5,10.7,2,2.5,17.5,4.4,6290,24.8,16.5,2,0,50.7,0.2,0,5.8,Census Tract 4403.08,Union City (100.0),0,0.7,8377.8,AD-20,SD-10,CD-15,3
06001440331,Alameda,41.1,14,14.2,6.9,2.3,10,3.5,3288,21.4,11.8,1.5,0,53.4,3.6,0,8.2,Census Tract 4403.31,Union City (100.0),0,0.7,4885.5,AD-20,SD-10,CD-15,3
06001440332,Alameda,49.5,6,3.5,0.4,4.7,5.7,2.2,3471,8.6,9.7,1.8,0.4,76.8,0.2,0.4,2.2,Census Tract 4403.32,Union City (100.0),0,0.9,3419.7,AD-20,SD-10,CD-15,3
06001440333,Alameda,49.3,12.7,5.2,1.5,4.8,19.8,2.7,2923,3.3,12.7,2.6,0,76.4,0.3,0,4.8,Census Tract 4403.33,Union City (100.0),0,1,2881,AD-20,SD-10,CD-15,3
06001440334,Alameda,62.7,4.5,7.4,8.1,3,2.1,2.2,4427,9.7,9.1,5,0.1,74.8,0.3,0,0.9,Census Tract 4403.34,Union City (100.0),0,0.4,10414.8,AD-20,SD-10,CD-15,3
06001440336,Alameda,44.8,7,7.6,0.4,2.2,9.4,4.3,4383,15.7,18.1,8.6,0.8,47.8,0.1,0,9,Census Tract 4403.36,Union City (100.0),0,0.5,9936.1,AD-20,SD-10,CD-15,3
06001440337,Alameda,60.3,3.5,2.3,3.3,4.8,3.4,1.4,2842,1.6,19.6,6.8,0.7,69.9,1.4,0,0,Census Tract 4403.37,Union City (100.0),0,0.4,6184.3,AD-20,SD-10,CD-15,3
06001440338,Alameda,56.9,13.9,15.3,2.6,7.8,6.3,17.9,4278,7.1,23.5,1.4,0,61.5,1.1,0,5.4,Census Tract 4403.38,Union City (100.0),0,0.3,12884,AD-20,SD-10,CD-15,3
06001441100,Alameda,27.1,3.6,8.1,3.4,5.6,4,1.7,4599,15.6,42.7,0.8,0,31.8,0.2,0,8.9,Census Tract 4411,Fremont (100.0),0,6,751.2,AD-20,SD-10,CD-15,3
06001441200,Alameda,29.9,3.6,4.5,1.8,5.1,7.8,5.2,6831,12.4,36.2,1.7,0.3,44.8,0,0.9,3.7,Census Tract 4412,Fremont (100.0),0,1.2,5803.7,AD-20,SD-10,CD-15,3
06001441301,Alameda,44.1,3.9,9.2,4.8,2.2,7.5,8.2,3255,5.2,22.2,9.3,1.7,56.9,0.3,0,4.3,Census Tract 4413.01,Fremont (100.0),0,1.2,2596.2,AD-20,SD-10,CD-15,3
06001441302,Alameda,49.9,6.5,8.6,1.3,3.6,10,4.7,5860,10,23.9,1.8,0.2,60,0.8,0.2,3.1,Census Tract 4413.02,Fremont (100.0),0,0.8,7350.6,AD-20,SD-10,CD-15,3
06001441401,Alameda,49.6,10.1,4.1,4.6,4,13,4.3,7738,10.6,19.9,1,0.3,64.6,1.8,0,1.8,Census Tract 4414.01,Fremont (100.0),0,0.7,10210.7,AD-20,SD-10,CD-15,3
06001441402,Alameda,42.7,7.3,4.4,1.2,5.2,7.9,2.7,5450,5.1,18.6,4,0.3,64.5,0,0.6,6.9,Census Tract 4414.02,Fremont (100.0),0,0.6,8244.5,AD-20,SD-10,CD-15,3
06001441501,Alameda,50.3,5.3,4.5,1.2,6.6,3.5,1.9,6603,9.3,11.6,3.8,0.3,70.3,1.9,0,2.8,Census Tract 4415.01,Union City (100.0),0,0.9,6656.8,AD-20,SD-10,CD-15,3
06001441503,Alameda,53,5.3,5.7,0.3,8.6,7.2,6.7,7469,1.6,9.6,1.6,1.2,83.7,0.3,0,2.2,Census Tract 4415.03,Fremont (100.0),0,28.1,276.4,"AD-20, AD-25",SD-10,"CD-15, CD-17",3
06001441521,Alameda,49.8,6.3,4.7,6.2,4.7,7.7,7.2,6045,5,14.3,1.9,0,69.9,0.4,0,8.4,Census Tract 4415.21,Fremont (100.0),0,0.6,9218.1,AD-20,SD-10,CD-15,3
06001441522,Alameda,41.6,6.6,9,3,4.5,11.7,3.2,5248,10.9,13.5,6,0.3,67.2,0.5,0,1.5,Census Tract 4415.22,Fremont (100.0),0,0.5,9587.2,AD-20,SD-10,CD-15,3
06001441523,Alameda,59.5,2.2,0.8,0,2.5,8.7,9.5,4240,5.9,12.1,3,0,75.2,1.9,0.2,1.7,Census Tract 4415.23,Fremont (100.0),0,0.2,23118.3,AD-20,SD-10,CD-15,3
06001441524,Alameda,58.7,3.3,2.4,0,1.7,8.3,5,4136,1.7,6.4,2.2,0,88.5,0,0,1.2,Census Tract 4415.24,Fremont (100.0),0,0.6,6225.6,AD-20,SD-10,"CD-15, CD-17",3
06001441525,Alameda,79.8,9.6,5.7,0,9.3,6.7,36.1,807,13.6,9.3,2.9,0,72.6,0,0,1.6,Census Tract 4415.25,Fremont (100.0),0,1.8,906.7,AD-25,SD-10,CD-17,3
06001441601,Alameda,37.2,13,5.4,5,3.9,5.8,3.5,4788,17.5,30.9,8.5,0,38.8,0.4,0.6,3.3,Census Tract 4416.01,Fremont (100.0),0,0.5,9270,AD-20,SD-10,CD-15,3
