"","ori","agency_name","agency_type_name","state_name","state_abbr","division_name","region_name","region_desc","county_name","nibrs","latitude","longitude","nibrs_start_date"
"3291","GA1470100","Monroe Police Department","City","Georgia","GA","South Atlantic","South","Region III","WALTON","FALSE","33.782648","-83.734215","02/01/2019"
"3292","GA1470200","Loganville Police Department","City","Georgia","GA","South Atlantic","South","Region III","GWINNETT; WALTON","FALSE","33.782648","-83.734215","NULL"
"3293","GA1470300","Social Circle Police Department","City","Georgia","GA","South Atlantic","South","Region III","NEWTON; WALTON","FALSE","33.782648","-83.734215","NULL"
"3294","GA1470400","Department of Natural Resources: Law Enforcement District Office, Social Circle","Other State Agency","Georgia","GA","South Atlantic","South","Region III","WALTON","FALSE","NULL","NULL","NULL"
"3295","GA1480000","Ware County Sheriff's Office","County","Georgia","GA","South Atlantic","South","Region III","WARE","FALSE","31.25967","-82.40221","NULL"
"3296","GA1480100","Waycross Police Department","City","Georgia","GA","South Atlantic","South","Region III","PIERCE; WARE","FALSE","31.050881","-82.421507","NULL"
"3297","GA1490000","Warren County Sheriff's Office","County","Georgia","GA","South Atlantic","South","Region III","WARREN","FALSE","33.419169","-82.688012","NULL"
"3298","GA1490100","Warrenton Police Department","City","Georgia","GA","South Atlantic","South","Region III","WARREN","FALSE","33.419169","-82.688012","NULL"
"3299","GA1500000","Washington County Sheriff's Office","County","Georgia","GA","South Atlantic","South","Region III","WASHINGTON","FALSE","32.971848","-82.798112","NULL"
"3300","GA1500100","Sandersville Police Department","City","Georgia","GA","South Atlantic","South","Region III","WASHINGTON","FALSE","32.971848","-82.798112","NULL"
"3301","GA1500200","Tennille Police Department","City","Georgia","GA","South Atlantic","South","Region III","WASHINGTON","FALSE","32.971848","-82.798112","NULL"
"3302","GA1500300","Davisboro Police Department","City","Georgia","GA","South Atlantic","South","Region III","WASHINGTON","FALSE","32.971848","-82.798112","NULL"
"3303","GA1500500","Oconee  Police Department","City","Georgia","GA","South Atlantic","South","Region III","WASHINGTON","FALSE","32.857193","-82.95505","NULL"
"3304","GA1500600","Washington County Board of Education","Other","Georgia","GA","South Atlantic","South","Region III","WASHINGTON","FALSE","32.971848","-82.798112","NULL"
"3305","GA1510000","Wayne County Sheriff's Office","County","Georgia","GA","South Atlantic","South","Region III","WAYNE","FALSE","31.604576","-81.87975","NULL"
"3306","GA1510100","Jesup Police Department","City","Georgia","GA","South Atlantic","South","Region III","WAYNE","FALSE","31.614862","-81.89947","NULL"
"3307","GA1510200","Screven Police Department","City","Georgia","GA","South Atlantic","South","Region III","WAYNE","FALSE","31.547845","-81.912376","NULL"
"3308","GA1520000","Webster County Sheriff's Office","County","Georgia","GA","South Atlantic","South","Region III","WEBSTER","FALSE","32.046554","-84.553218","NULL"
"3309","GA1530000","Wheeler County Sheriff's Office","County","Georgia","GA","South Atlantic","South","Region III","WHEELER","FALSE","32.14889","-82.78266","NULL"
"3310","GA1530100","Alamo Police Department","City","Georgia","GA","South Atlantic","South","Region III","WHEELER","FALSE","32.109276","-82.738701","NULL"
"3311","GA1530200","Glenwood Police Department","City","Georgia","GA","South Atlantic","South","Region III","WHEELER","FALSE","32.109276","-82.738701","NULL"
"3312","GA1540000","White County Sheriff's Office","County","Georgia","GA","South Atlantic","South","Region III","WHITE","FALSE","34.618458","-83.75649","01/01/2018"
"3313","GA1540100","Cleveland Police Department","City","Georgia","GA","South Atlantic","South","Region III","WHITE","FALSE","34.643776","-83.743417","NULL"
"3314","GA1540200","Helen Police Department","City","Georgia","GA","South Atlantic","South","Region III","WHITE","FALSE","34.643776","-83.743417","NULL"
"3315","GA1550000","Whitfield County Sheriff's Office","County","Georgia","GA","South Atlantic","South","Region III","WHITFIELD","FALSE","34.801726","-84.968541","NULL"
"3316","GA1550100","Dalton Police Department","City","Georgia","GA","South Atlantic","South","Region III","WHITFIELD","FALSE","34.773823","-84.97399","NULL"
"3317","GA1550200","Tunnel Hill Police Department","City","Georgia","GA","South Atlantic","South","Region III","WHITFIELD","FALSE","34.801726","-84.968541","NULL"
"3318","GA1550300","Cohutta Police Department","City","Georgia","GA","South Atlantic","South","Region III","WHITFIELD","FALSE","34.801726","-84.968541","NULL"
"3319","GA1550500","Dalton State College","University or College","Georgia","GA","South Atlantic","South","Region III","WHITFIELD","FALSE","34.801726","-84.968541","NULL"
"3320","GA1560000","Wilcox County Sheriff's Office","County","Georgia","GA","South Atlantic","South","Region III","WILCOX","FALSE","31.962717","-83.438262","NULL"
"3321","GA1560100","Abbeville Police Department","City","Georgia","GA","South Atlantic","South","Region III","WILCOX","FALSE","31.990778","-83.30794","12/01/2018"
"3322","GA1560200","Rochelle Police Department","City","Georgia","GA","South Atlantic","South","Region III","WILCOX","FALSE","31.962717","-83.438262","NULL"
"3323","GA1560300","Pineview Police Department","City","Georgia","GA","South Atlantic","South","Region III","WILCOX","FALSE","31.962717","-83.438262","NULL"
"3324","GA1570000","Wilkes County Sheriff's Office","County","Georgia","GA","South Atlantic","South","Region III","WILKES","FALSE","33.724213","-82.72123","NULL"
"3325","GA1570200","Tignall Police Department","City","Georgia","GA","South Atlantic","South","Region III","WILKES","FALSE","33.77904","-82.747922","NULL"
"3326","GA1580000","Wilkinson County Sheriff's Office","County","Georgia","GA","South Atlantic","South","Region III","WILKINSON","FALSE","32.804312","-83.175497","NULL"
"3327","GA1580100","Gordon Police Department","City","Georgia","GA","South Atlantic","South","Region III","WILKINSON","FALSE","32.804312","-83.175497","02/01/2019"
"3328","GA1580200","Irwinton Police Department","City","Georgia","GA","South Atlantic","South","Region III","WILKINSON","FALSE","32.804312","-83.175497","NULL"
"3329","GA1580300","McIntyre Police Department","City","Georgia","GA","South Atlantic","South","Region III","WILKINSON","FALSE","32.804312","-83.175497","NULL"
"3330","GA1580400","Toomsboro Police Department","City","Georgia","GA","South Atlantic","South","Region III","WILKINSON","FALSE","32.804312","-83.175497","NULL"
"3331","GA1580500","Ivey Police Department","City","Georgia","GA","South Atlantic","South","Region III","WILKINSON","FALSE","32.888462","-83.317276","02/01/2019"
"3332","GA1590000","Worth County Sheriff's Office","County","Georgia","GA","South Atlantic","South","Region III","WORTH","FALSE","31.527578","-83.83554","NULL"
"3333","GA1590100","Sylvester Police Department","City","Georgia","GA","South Atlantic","South","Region III","WORTH","FALSE","31.551773","-83.84996","NULL"
"3334","GA1590200","Poulan Police Department","City","Georgia","GA","South Atlantic","South","Region III","WORTH","FALSE","31.551773","-83.84996","NULL"
"3335","GA1590300","Warwick Police Department","City","Georgia","GA","South Atlantic","South","Region III","WORTH","FALSE","31.551773","-83.84996","NULL"
"3336","GAAPD0000","Atlanta Police Department","City","Georgia","GA","South Atlantic","South","Region III","DEKALB; FULTON","FALSE","33.74819","-84.39517","NULL"
"3337","GAGBI0000","Georgia Bureau of Investigation: Headquarters","Other State Agency","Georgia","GA","South Atlantic","South","Region III","N/A","FALSE","33.770661","-84.226343","NULL"
"3338","GAGSP0000","Georgia Department of Public Safety","State Police","Georgia","GA","South Atlantic","South","Region III","N/A","FALSE","33.790034","-84.468182","NULL"
"3339","GAGSP0100","State Patrol: Griffin","State Police","Georgia","GA","South Atlantic","South","Region III","SPALDING","FALSE","33.23751","-84.19607","NULL"
"3340","GAGSP0200","State Patrol: La Grange","State Police","Georgia","GA","South Atlantic","South","Region III","TROUP","FALSE","32.98718","-85.0013","NULL"
"3341","GAGSP0300","State Patrol: Cartersville","State Police","Georgia","GA","South Atlantic","South","Region III","BARTOW","FALSE","34.204853","-84.81206","NULL"
"3342","GAGSP0400","State Patrol: Villa Rica","State Police","Georgia","GA","South Atlantic","South","Region III","CARROLL","FALSE","33.582237","-85.080527","NULL"
"3343","GAGSP0500","State Patrol: Dalton","State Police","Georgia","GA","South Atlantic","South","Region III","WHITFIELD","FALSE","34.797474","-84.99286","NULL"
"3344","GAGSP0600","State Patrol: Gainesville","State Police","Georgia","GA","South Atlantic","South","Region III","HALL","FALSE","34.317588","-83.818497","NULL"
"3345","GAGSP0700","State Patrol: Toccoa","State Police","Georgia","GA","South Atlantic","South","Region III","STEPHENS","FALSE","34.552914","-83.290216","NULL"
"3346","GAGSP0800","State Patrol: Madison","State Police","Georgia","GA","South Atlantic","South","Region III","MORGAN","FALSE","33.593732","-83.492324","NULL"
"3347","GAGSP0900","State Patrol: Marietta","State Police","Georgia","GA","South Atlantic","South","Region III","COBB","FALSE","33.93994","-84.574166","NULL"
"3348","GAGSP1000","State Patrol: Americus","State Police","Georgia","GA","South Atlantic","South","Region III","SUMTER","FALSE","32.037216","-84.14207","NULL"
"3349","GAGSP1100","State Patrol: Hinesville","State Police","Georgia","GA","South Atlantic","South","Region III","LIBERTY","FALSE","31.79976","-81.64711","NULL"
"3350","GAGSP1200","State Patrol: Thomasville","State Police","Georgia","GA","South Atlantic","South","Region III","THOMAS","FALSE","30.864606","-83.91982","NULL"
"3351","GAGSP1300","State Patrol: Tifton","State Police","Georgia","GA","South Atlantic","South","Region III","TIFT","FALSE","31.457003","-83.525931","NULL"
"3352","GAGSP1400","State Patrol: Donalsonville","State Police","Georgia","GA","South Atlantic","South","Region III","SEMINOLE","FALSE","30.933894","-84.867592","NULL"
"3353","GAGSP1500","State Patrol: Perry","State Police","Georgia","GA","South Atlantic","South","Region III","HOUSTON","FALSE","32.458381","-83.662856","NULL"
"3354","GAGSP1600","State Patrol: Helena","State Police","Georgia","GA","South Atlantic","South","Region III","TELFAIR","FALSE","31.913639","-82.931062","NULL"
"3355","GAGSP1700","State Patrol: Washington","State Police","Georgia","GA","South Atlantic","South","Region III","WILKES","FALSE","33.720867","-82.76284","NULL"
"3356","GAGSP1800","State Patrol: Reidsville","State Police","Georgia","GA","South Atlantic","South","Region III","TATTNALL","FALSE","32.043768","-82.059208","NULL"
"3357","GAGSP1900","State Patrol: Swainsboro","State Police","Georgia","GA","South Atlantic","South","Region III","EMANUEL","FALSE","32.5911","-82.299763","NULL"
"3358","GAGSP2000","State Patrol: Dublin","State Police","Georgia","GA","South Atlantic","South","Region III","LAURENS","FALSE","32.39322","-82.926317","NULL"
"3359","GAGSP2100","State Patrol: Sylvania","State Police","Georgia","GA","South Atlantic","South","Region III","SCREVEN","FALSE","32.748623","-81.65879","NULL"
"3360","GAGSP2200","State Patrol: Waycross","State Police","Georgia","GA","South Atlantic","South","Region III","WARE","FALSE","31.050881","-82.421507","NULL"
"3361","GAGSP2300","State Patrol: Brunswick","State Police","Georgia","GA","South Atlantic","South","Region III","CATOOSA","FALSE","31.212746","-81.496517","NULL"
"3362","GAGSP2400","State Patrol: Newnan","State Police","Georgia","GA","South Atlantic","South","Region III","COWETA","FALSE","33.35375","-84.769226","NULL"
"3363","GAGSP2500","State Patrol: Thomson","State Police","Georgia","GA","South Atlantic","South","Region III","MCDUFFIE","FALSE","33.488678","-82.21785","NULL"
"3364","GAGSP2600","State Patrol: Thomaston","State Police","Georgia","GA","South Atlantic","South","Region III","UPSON","FALSE","32.881837","-84.292281","NULL"
"3365","GAGSP2700","State Patrol: Blue Ridge","State Police","Georgia","GA","South Atlantic","South","Region III","FANNIN","FALSE","34.866497","-84.31744","NULL"
"3366","GAGSP2800","State Patrol: Canton","State Police","Georgia","GA","South Atlantic","South","Region III","CHEROKEE","FALSE","34.45614","-84.44865","NULL"
"3367","GAGSP2900","State Patrol: Cedartown","State Police","Georgia","GA","South Atlantic","South","Region III","CLARKE","FALSE","33.996015","-85.188338","NULL"
"3368","GAGSP3000","State Patrol: Cordele","State Police","Georgia","GA","South Atlantic","South","Region III","CRISP","FALSE","31.914753","-83.753338","NULL"
"3369","GAGSP3100","State Patrol: Valdosta","State Police","Georgia","GA","South Atlantic","South","Region III","LOWNDES","FALSE","30.833127","-83.268992","NULL"
"3370","GAGSP3200","State Patrol: Athens","State Police","Georgia","GA","South Atlantic","South","Region III","CLARKE","FALSE","33.952185","-83.367152","NULL"
"3371","GAGSP3300","State Patrol: Milledgeville","State Police","Georgia","GA","South Atlantic","South","Region III","BALDWIN","FALSE","33.059504","-83.255452","NULL"
