"","ori","agency_name","agency_type_name","state_name","state_abbr","division_name","region_name","region_desc","county_name","nibrs","latitude","longitude","nibrs_start_date"
"15375","TN0750200","Smyrna Police Department","City","Tennessee","TN","East South Central","South","Region III","RUTHERFORD","TRUE","35.843369","-86.417213","10/01/2000"
"15376","TN0750300","La Vergne Police Department","City","Tennessee","TN","East South Central","South","Region III","RUTHERFORD","TRUE","35.843369","-86.417213","08/01/1998"
"15377","TN0750400","Middle Tennessee State University","University or College","Tennessee","TN","East South Central","South","Region III","RUTHERFORD","TRUE","35.843369","-86.417213","02/01/1997"
"15378","TN0750500","Eagleville Police Department","City","Tennessee","TN","East South Central","South","Region III","RUTHERFORD","TRUE","35.843369","-86.417213","08/01/1998"
"15379","TN0760000","Scott County Sheriff's Office","County","Tennessee","TN","East South Central","South","Region III","SCOTT","TRUE","36.436141","-84.505576","08/01/1997"
"15380","TN0760100","Oneida Police Department","City","Tennessee","TN","East South Central","South","Region III","SCOTT","TRUE","36.436141","-84.505576","01/01/1999"
"15381","TN0760200","Winfield Police Department","City","Tennessee","TN","East South Central","South","Region III","SCOTT","TRUE","36.436141","-84.505576","05/01/1999"
"15382","TN0770000","Sequatchie County Sheriff's Office","County","Tennessee","TN","East South Central","South","Region III","SEQUATCHIE","TRUE","35.38184","-85.391136","02/01/1997"
"15383","TN0770100","Dunlap Police Department","City","Tennessee","TN","East South Central","South","Region III","SEQUATCHIE","TRUE","35.372358","-85.410322","07/01/1996"
"15384","TN0780000","Sevier County Sheriff's Office","County","Tennessee","TN","East South Central","South","Region III","SEVIER","TRUE","35.791253","-83.521972","01/01/1999"
"15385","TN0780100","Gatlinburg Police Department","City","Tennessee","TN","East South Central","South","Region III","SEVIER","TRUE","35.791253","-83.521972","11/01/1997"
"15386","TN0780200","Sevierville Police Department","City","Tennessee","TN","East South Central","South","Region III","SEVIER","TRUE","35.791253","-83.521972","11/01/1998"
"15387","TN0780300","Pigeon Forge Police Department","City","Tennessee","TN","East South Central","South","Region III","SEVIER","TRUE","35.791253","-83.521972","12/01/1998"
"15388","TN0780400","Pittman Center Police Department","City","Tennessee","TN","East South Central","South","Region III","SEVIER","TRUE","35.758984","-83.39628","04/01/1999"
"15389","TN0780500","Drug Task Force: 4th Judicial District","Other","Tennessee","TN","East South Central","South","Region III","SEVIER","TRUE","36.048479","-83.440966","01/01/1998"
"15390","TN0790000","Shelby County Sheriff's Office","County","Tennessee","TN","East South Central","South","Region III","SHELBY","TRUE","35.14924","-90.047455","08/01/2000"
"15391","TN0790100","Collierville Police Department","City","Tennessee","TN","East South Central","South","Region III","SHELBY","TRUE","35.042213","-89.667854","07/01/1999"
"15392","TN0790200","Germantown Police Department","City","Tennessee","TN","East South Central","South","Region III","SHELBY","TRUE","35.09635","-89.80717","03/01/1999"
"15393","TN0790400","Millington Police Department","City","Tennessee","TN","East South Central","South","Region III","SHELBY","TRUE","35.183794","-89.895397","10/01/1999"
"15394","TN0790500","University of Tennessee: Health Science Center","University or College","Tennessee","TN","East South Central","South","Region III","SHELBY","TRUE","35.14188","-90.035446","10/01/1997"
"15395","TN0790600","Bartlett Police Department","City","Tennessee","TN","East South Central","South","Region III","SHELBY","TRUE","35.228004","-89.80908","06/01/1999"
"15396","TN0790900","University of Memphis","University or College","Tennessee","TN","East South Central","South","Region III","SHELBY","TRUE","35.183794","-89.895397","01/01/1998"
"15397","TN0791000","Memphis-Shelby County Airport Authority","Other","Tennessee","TN","East South Central","South","Region III","SHELBY","TRUE","35.183794","-89.895397","12/01/1999"
"15398","TN0791400","State Park Rangers: Meeman-Shelby Forest","Other State Agency","Tennessee","TN","East South Central","South","Region III","SHELBY","TRUE","35.344826","-90.03381","09/01/2000"
"15399","TN0791500","State Park Rangers: T.O. Fuller","Other State Agency","Tennessee","TN","East South Central","South","Region III","SHELBY","TRUE","35.183794","-89.895397","09/01/2000"
"15400","TN0792000","West Tennessee Violent Crime Task Force","Other","Tennessee","TN","East South Central","South","Region III","SHELBY","TRUE","35.149635","-90.04888","07/01/1999"
"15401","TN0792400","Southwest Tennessee Community College","University or College","Tennessee","TN","East South Central","South","Region III","SHELBY","TRUE","35.183794","-89.895397","01/01/2003"
"15402","TN079279E","Christian Brothers University","University or College","Tennessee","TN","East South Central","South","Region III","SHELBY","TRUE","NULL","NULL","01/01/2006"
"15403","TN0800000","Smith County Sheriff's Office","County","Tennessee","TN","East South Central","South","Region III","SMITH","TRUE","36.25565","-85.942078","04/01/1999"
"15404","TN0800100","Carthage Police Department","City","Tennessee","TN","East South Central","South","Region III","SMITH","TRUE","36.25565","-85.942078","02/01/1999"
"15405","TN0800200","South Carthage Police Department","City","Tennessee","TN","East South Central","South","Region III","SMITH","TRUE","36.248238","-85.95148","08/01/1999"
"15406","TN0800300","Gordonsville Police Department","City","Tennessee","TN","East South Central","South","Region III","SMITH","TRUE","36.173046","-85.93376","01/01/2000"
"15407","TN0810000","Stewart County Sheriff's Office","County","Tennessee","TN","East South Central","South","Region III","STEWART","TRUE","36.511756","-87.851548","11/01/1997"
"15408","TN0810200","Cumberland City Police Department","City","Tennessee","TN","East South Central","South","Region III","STEWART","TRUE","36.511756","-87.851548","08/01/2000"
"15409","TN0810300","Dover Police Department","City","Tennessee","TN","East South Central","South","Region III","STEWART","TRUE","36.511756","-87.851548","09/01/1999"
"15410","TN0820000","Sullivan County Sheriff's Office","County","Tennessee","TN","East South Central","South","Region III","SULLIVAN","TRUE","36.510213","-82.299396","02/01/1999"
"15411","TN0820100","Bristol Police Department","City","Tennessee","TN","East South Central","South","Region III","SULLIVAN","TRUE","36.510213","-82.299396","11/01/1998"
"15412","TN0820200","Kingsport Police Department","City","Tennessee","TN","East South Central","South","Region III","HAWKINS; SULLIVAN","TRUE","36.547108","-82.561806","07/01/1997"
"15413","TN0820300","Bluff City Police Department","City","Tennessee","TN","East South Central","South","Region III","SULLIVAN","TRUE","36.510213","-82.299396","01/01/1999"
"15414","TN0820500","State Park Rangers: Warrior's Path","Other State Agency","Tennessee","TN","East South Central","South","Region III","SULLIVAN","TRUE","36.510213","-82.299396","01/01/2001"
"15415","TN0820600","Drug Task Force: 2nd Judicial District","Other","Tennessee","TN","East South Central","South","Region III","SULLIVAN","TRUE","36.510213","-82.299396","06/01/1999"
"15416","TN0820700","Tri-Cities Regional Airport","Other","Tennessee","TN","East South Central","South","Region III","SULLIVAN","TRUE","36.510213","-82.299396","11/01/2000"
"15417","TN0820800","Northeast State Community College","University or College","Tennessee","TN","East South Central","South","Region III","SULLIVAN","TRUE","36.510213","-82.299396","09/01/2005"
"15418","TN0830000","Sumner County Sheriff's Office","County","Tennessee","TN","East South Central","South","Region III","SUMNER","TRUE","36.387035","-86.446915","04/01/1999"
"15419","TN0830100","Gallatin Police Department","City","Tennessee","TN","East South Central","South","Region III","SUMNER","TRUE","36.473443","-86.459798","01/01/1999"
"15420","TN0830200","Portland Police Department","City","Tennessee","TN","East South Central","South","Region III","ROBERTSON; SUMNER","TRUE","36.587227","-86.520874","08/01/1998"
"15421","TN0830300","White House Police Department","City","Tennessee","TN","East South Central","South","Region III","ROBERTSON; SUMNER","TRUE","36.46635","-86.648674","02/01/1997"
"15422","TN0830400","Hendersonville Police Department","City","Tennessee","TN","East South Central","South","Region III","SUMNER","TRUE","36.473443","-86.459798","06/01/1999"
"15423","TN0830500","Westmoreland Police Department","City","Tennessee","TN","East South Central","South","Region III","SUMNER","TRUE","36.473443","-86.459798","01/01/1997"
"15424","TN0830600","Millersville Police Department","City","Tennessee","TN","East South Central","South","Region III","ROBERTSON; SUMNER","TRUE","36.382824","-86.701614","11/01/1997"
"15425","TN0830700","Drug Task Force: 18th Judicial District","Other","Tennessee","TN","East South Central","South","Region III","SUMNER","TRUE","36.473443","-86.459798","06/01/1998"
"15426","TN0830800","State Park Rangers: Bledsoe Creek","Other State Agency","Tennessee","TN","East South Central","South","Region III","SUMNER","TRUE","36.473443","-86.459798","01/01/2001"
"15427","TN0830900","Volunteer State Community College","University or College","Tennessee","TN","East South Central","South","Region III","SUMNER","TRUE","36.473443","-86.459798","11/01/1997"
"15428","TN0840000","Tipton County Sheriff's Office","County","Tennessee","TN","East South Central","South","Region III","TIPTON","TRUE","35.544147","-89.64928","11/01/1999"
"15429","TN0840100","Covington Police Department","City","Tennessee","TN","East South Central","South","Region III","TIPTON","TRUE","35.500297","-89.763708","11/01/1999"
"15430","TN0840200","Munford Police Department","City","Tennessee","TN","East South Central","South","Region III","TIPTON","TRUE","35.44703","-89.81368","07/01/1999"
"15431","TN0840300","Mason Police Department","City","Tennessee","TN","East South Central","South","Region III","TIPTON","TRUE","35.41264","-89.53431","10/01/2000"
"15432","TN0840400","Brighton Police Department","City","Tennessee","TN","East South Central","South","Region III","TIPTON","TRUE","35.500297","-89.763708","12/01/1998"
"15433","TN0840500","Atoka Police Department","City","Tennessee","TN","East South Central","South","Region III","TIPTON","TRUE","35.500297","-89.763708","01/01/1999"
"15434","TN0850000","Hartsville/Trousdale County Sheriff's Office","County","Tennessee","TN","East South Central","South","Region III","TROUSDALE","TRUE","36.39303","-86.156691","07/01/1997"
"15435","TN0850200","Drug Task Force: 15th Judicial District","Other","Tennessee","TN","East South Central","South","Region III","TROUSDALE","TRUE","36.39303","-86.156691","08/01/1998"
"15436","TN0860000","Unicoi County Sheriff's Office","County","Tennessee","TN","East South Central","South","Region III","UNICOI","TRUE","36.14528","-82.41659","11/01/1997"
"15437","TN0860100","Erwin Police Department","City","Tennessee","TN","East South Central","South","Region III","UNICOI","TRUE","36.100216","-82.418265","09/01/1997"
"15438","TN0860200","State Park Rangers: Rocky Fork","Other State Agency","Tennessee","TN","East South Central","South","Region III","UNICOI","TRUE","NULL","NULL","01/01/2016"
"15439","TN0870000","Union County Sheriff's Office","County","Tennessee","TN","East South Central","South","Region III","UNION","TRUE","36.28414","-83.836088","02/01/1997"
"15440","TN0870100","Maynardville Police Department","City","Tennessee","TN","East South Central","South","Region III","UNION","TRUE","36.28414","-83.836088","10/01/2001"
"15441","TN0870200","State Park Rangers: Big Ridge","Other State Agency","Tennessee","TN","East South Central","South","Region III","UNION","TRUE","36.28414","-83.836088","12/01/2000"
"15442","TN0870300","Plainview Police Department","City","Tennessee","TN","East South Central","South","Region III","UNION","TRUE","36.18626","-83.78657","02/01/2006"
"15443","TN0880000","Van Buren County Sheriff's Office","County","Tennessee","TN","East South Central","South","Region III","VAN BUREN","TRUE","35.699245","-85.458411","08/01/1999"
"15444","TN0880100","Spencer Police Department","City","Tennessee","TN","East South Central","South","Region III","VAN BUREN","TRUE","35.699245","-85.458411","03/01/2000"
"15445","TN0890000","Warren County Sheriff's Office","County","Tennessee","TN","East South Central","South","Region III","WARREN","TRUE","35.69479","-85.74916","01/01/1999"
"15446","TN0890100","McMinnville Police Department","City","Tennessee","TN","East South Central","South","Region III","WARREN","TRUE","35.67825","-85.777343","11/01/1997"
"15447","TN0890200","State Park Rangers: Rock Island","Other State Agency","Tennessee","TN","East South Central","South","Region III","WARREN","TRUE","35.809494","-85.64213","08/01/2000"
"15448","TN0890300","Drug Task Force: 31st Judicial District","Other","Tennessee","TN","East South Central","South","Region III","WARREN","TRUE","35.689663","-85.77577","01/01/1999"
"15449","TN0900000","Washington County Sheriff's Office","County","Tennessee","TN","East South Central","South","Region III","WASHINGTON","TRUE","36.295665","-82.495037","01/01/1999"
"15450","TN0900100","Johnson City Police Department","City","Tennessee","TN","East South Central","South","Region III","SULLIVAN; CARTER; WASHINGTON","TRUE","36.295665","-82.495037","06/01/1997"
"15451","TN0900200","Jonesborough Police Department","City","Tennessee","TN","East South Central","South","Region III","WASHINGTON","TRUE","36.296516","-82.47105","02/01/1997"
"15452","TN0900300","East Tennessee State University","University or College","Tennessee","TN","East South Central","South","Region III","WASHINGTON","TRUE","36.295665","-82.495037","11/01/1997"
"15453","TN0900400","Drug Task Force: 1st Judicial District","Other","Tennessee","TN","East South Central","South","Region III","WASHINGTON","TRUE","36.295665","-82.495037","02/01/1999"
"15454","TN0910000","Wayne County Sheriff's Office","County","Tennessee","TN","East South Central","South","Region III","WAYNE","TRUE","35.242687","-87.819703","11/01/1997"
"15455","TN0910100","Waynesboro Police Department","City","Tennessee","TN","East South Central","South","Region III","WAYNE","TRUE","35.242687","-87.819703","11/01/1997"
"15456","TN0910200","Clifton Police Department","City","Tennessee","TN","East South Central","South","Region III","WAYNE","TRUE","35.242687","-87.819703","11/01/1998"
"15457","TN0910300","Collinwood Police Department","City","Tennessee","TN","East South Central","South","Region III","WAYNE","TRUE","35.242687","-87.819703","03/01/2000"
"15458","TN0920000","Weakley County Sheriff's Office","County","Tennessee","TN","East South Central","South","Region III","WEAKLEY","TRUE","36.303386","-88.720803","11/01/1997"
"15459","TN0920100","Dresden Police Department","City","Tennessee","TN","East South Central","South","Region III","WEAKLEY","TRUE","36.291653","-88.70714","04/01/1999"
"15460","TN0920200","Martin Police Department","City","Tennessee","TN","East South Central","South","Region III","WEAKLEY","TRUE","36.303386","-88.720803","09/01/1998"
"15461","TN0920300","Gleason Police Department","City","Tennessee","TN","East South Central","South","Region III","WEAKLEY","TRUE","36.303386","-88.720803","03/01/1999"
"15462","TN0920400","Greenfield Police Department","City","Tennessee","TN","East South Central","South","Region III","WEAKLEY","TRUE","36.151653","-88.79991","03/01/1998"
"15463","TN0920500","Sharon Police Department","City","Tennessee","TN","East South Central","South","Region III","WEAKLEY","TRUE","36.303386","-88.720803","01/01/1998"
"15464","TN0920600","University of Tennessee: Martin","University or College","Tennessee","TN","East South Central","South","Region III","WEAKLEY","TRUE","36.303386","-88.720803","07/01/1997"
"15465","TN0930000","White County Sheriff's Office","County","Tennessee","TN","East South Central","South","Region III","WHITE","TRUE","35.928047","-85.46462","07/01/1999"
"15466","TN0930100","Sparta Police Department","City","Tennessee","TN","East South Central","South","Region III","WHITE","TRUE","35.927062","-85.455766","11/01/1997"
"15467","TN0940000","Williamson County Sheriff's Office","County","Tennessee","TN","East South Central","South","Region III","WILLIAMSON","TRUE","35.8983","-86.88448","01/01/1999"
"15468","TN0940100","Franklin Police Department","City","Tennessee","TN","East South Central","South","Region III","WILLIAMSON","TRUE","35.895096","-86.896757","09/01/1999"
"15469","TN0940200","Fairview Police Department","City","Tennessee","TN","East South Central","South","Region III","WILLIAMSON","TRUE","35.895096","-86.896757","11/01/1997"
"15470","TN0940300","Brentwood Police Department","City","Tennessee","TN","East South Central","South","Region III","WILLIAMSON","TRUE","35.895096","-86.896757","12/01/1999"
"15471","TN0940400","Drug Task Force: 21st Judicial District","Other","Tennessee","TN","East South Central","South","Region III","WILLIAMSON","TRUE","35.895096","-86.896757","09/01/1999"
"15472","TN0940500","Nolensville Police Department","City","Tennessee","TN","East South Central","South","Region III","WILLIAMSON","TRUE","35.895096","-86.896757","09/01/2000"
"15473","TN0950000","Wilson County Sheriff's Office","County","Tennessee","TN","East South Central","South","Region III","WILSON","TRUE","36.21229","-86.28905","08/01/1999"
"15474","TN0950100","Lebanon Police Department","City","Tennessee","TN","East South Central","South","Region III","WILSON","TRUE","36.1994","-86.28494","01/01/1998"
"15475","TN0950200","Watertown Police Department","City","Tennessee","TN","East South Central","South","Region III","WILSON","TRUE","36.096996","-86.140114","11/01/1999"
"15476","TN0950300","Mount Juliet Police Department","City","Tennessee","TN","East South Central","South","Region III","WILSON","TRUE","36.148476","-86.29021","02/01/1998"
"15477","TN0950500","State Park Rangers: Cedars of Lebanon","Other State Agency","Tennessee","TN","East South Central","South","Region III","WILSON","TRUE","36.148476","-86.29021","10/01/2000"
"15478","TNMPD0000","Memphis Police Department","City","Tennessee","TN","East South Central","South","Region III","SHELBY","TRUE","35.14924","-90.047455","08/01/2000"
"15479","TNTBI0000","Tennessee Bureau of Investigation","Other State Agency","Tennessee","TN","East South Central","South","Region III","N/A","TRUE","36.169129","-86.78479","08/01/1997"
"15480","TNTHP0100","Department of Safety","State Police","Tennessee","TN","East South Central","South","Region III","N/A","TRUE","36.13587","-86.74122","10/01/1997"
"15481","TX0000000","Department of Public Safety","State Police","Texas","TX","West South Central","South","Region III","N/A","FALSE","30.239513","-97.69127","NULL"
"15482","TX0010000","Anderson County Sheriff's Office","County","Texas","TX","West South Central","South","Region III","ANDERSON","FALSE","31.765324","-95.61932","NULL"
"15483","TX0010100","Palestine Police Department","City","Texas","TX","West South Central","South","Region III","ANDERSON","TRUE","31.763123","-95.63455","02/01/2017"
"15484","TX0010300","Frankston Police Department","City","Texas","TX","West South Central","South","Region III","HENDERSON; ANDERSON","TRUE","31.841266","-95.661744","10/01/2016"
"15485","TX0020000","Andrews County Sheriff's Office","County","Texas","TX","West South Central","South","Region III","ANDREWS","FALSE","32.312258","-102.640206","NULL"
"15486","TX0020100","Andrews Police Department","City","Texas","TX","West South Central","South","Region III","ANDREWS","FALSE","32.312258","-102.640206","05/01/2019"
"15487","TX0030000","Angelina County Sheriff's Office","County","Texas","TX","West South Central","South","Region III","ANGELINA","FALSE","31.251951","-94.611056","NULL"
"15488","TX0030100","Diboll Police Department","City","Texas","TX","West South Central","South","Region III","ANGELINA","FALSE","31.251951","-94.611056","03/01/2019"
"15489","TX0030200","Huntington Police Department","City","Texas","TX","West South Central","South","Region III","ANGELINA","FALSE","31.251951","-94.611056","10/01/2018"
"15490","TX0030400","Lufkin Police Department","City","Texas","TX","West South Central","South","Region III","ANGELINA","FALSE","31.251951","-94.611056","NULL"
"15491","TX0031300","Hudson Police Department","City","Texas","TX","West South Central","South","Region III","ANGELINA","FALSE","31.32794","-94.78142","NULL"
"15492","TX0040000","Aransas County Sheriff's Office","County","Texas","TX","West South Central","South","Region III","ARANSAS","FALSE","28.025509","-97.0525","NULL"
"15493","TX0040100","Aransas Pass Police Department","City","Texas","TX","West South Central","South","Region III","NUECES; ARANSAS; SAN PATRICIO","FALSE","28.011786","-97.517162","05/01/2019"
"15494","TX0040200","Rockport Police Department","City","Texas","TX","West South Central","South","Region III","ARANSAS","FALSE","28.025465","-97.054306","NULL"
"15495","TX0041000","Fulton Police Department","City","Texas","TX","West South Central","South","Region III","ARANSAS","FALSE","NULL","NULL","NULL"
"15496","TX0050000","Archer County Sheriff's Office","County","Texas","TX","West South Central","South","Region III","ARCHER","FALSE","33.616305","-98.687267","NULL"
"15497","TX0050100","Archer City Police Department","City","Texas","TX","West South Central","South","Region III","ARCHER","FALSE","33.616305","-98.687267","07/01/2018"
"15498","TX0050200","Holliday Police Department","City","Texas","TX","West South Central","South","Region III","ARCHER","FALSE","33.616305","-98.687267","NULL"
"15499","TX0060000","Armstrong County Sheriff's Office","County","Texas","TX","West South Central","South","Region III","ARMSTRONG","FALSE","34.964179","-101.356636","07/01/2019"
"15500","TX0070000","Atascosa County Sheriff's Office","County","Texas","TX","West South Central","South","Region III","ATASCOSA","FALSE","28.917286","-98.54416","02/01/2019"
"15501","TX0070100","Lytle Police Department","City","Texas","TX","West South Central","South","Region III","BEXAR; MEDINA; ATASCOSA","TRUE","28.891397","-98.535381","01/01/2018"
"15502","TX0070200","Pleasanton Police Department","City","Texas","TX","West South Central","South","Region III","ATASCOSA","FALSE","28.891397","-98.535381","08/01/2019"
"15503","TX0070300","Poteet Police Department","City","Texas","TX","West South Central","South","Region III","ATASCOSA","FALSE","28.891397","-98.535381","NULL"
"15504","TX0070400","Jourdanton Police Department","City","Texas","TX","West South Central","South","Region III","ATASCOSA","FALSE","28.919533","-98.54251","NULL"
"15505","TX0080000","Austin County Sheriff's Office","County","Texas","TX","West South Central","South","Region III","AUSTIN","FALSE","29.957651","-96.26287","NULL"
"15506","TX0080100","Bellville Police Department","City","Texas","TX","West South Central","South","Region III","AUSTIN","TRUE","29.949772","-96.25513","03/01/2017"
"15507","TX0080200","Sealy Police Department","City","Texas","TX","West South Central","South","Region III","AUSTIN","FALSE","29.891901","-96.27017","07/01/2018"
"15508","TX0080700","Wallis Police Department","City","Texas","TX","West South Central","South","Region III","AUSTIN","FALSE","29.891901","-96.27017","01/01/2019"
"15509","TX0080900","Independent School District: Sealy","Other","Texas","TX","West South Central","South","Region III","AUSTIN","FALSE","29.772886","-96.15974","NULL"
"15510","TX0090000","Bailey County Sheriff's Office","County","Texas","TX","West South Central","South","Region III","BAILEY","FALSE","34.224266","-102.72718","04/01/2019"
"15511","TX0090100","Muleshoe Police Department","City","Texas","TX","West South Central","South","Region III","BAILEY","FALSE","34.22386","-102.72415","05/01/2018"
"15512","TX0100000","Bandera County Sheriff's Office","County","Texas","TX","West South Central","South","Region III","BANDERA","FALSE","29.755681","-99.26059","01/01/2019"
"15513","TX0110000","Bastrop County Sheriff's Office","County","Texas","TX","West South Central","South","Region III","BASTROP","FALSE","30.102219","-97.30746","NULL"
"15514","TX0110100","Bastrop Police Department","City","Texas","TX","West South Central","South","Region III","BASTROP","FALSE","30.100691","-97.310614","NULL"
"15515","TX0110200","Elgin Police Department","City","Texas","TX","West South Central","South","Region III","TRAVIS; BASTROP","TRUE","30.347258","-97.37147","01/01/2018"
"15516","TX0110300","Smithville Police Department","City","Texas","TX","West South Central","South","Region III","BASTROP","FALSE","30.009336","-97.159164","06/01/2019"
"15517","TX0110800","Independent School District:","Other","Texas","TX","West South Central","South","Region III","BASTROP","FALSE","NULL","NULL","NULL"
"15518","TX0120000","Baylor County Sheriff's Office","County","Texas","TX","West South Central","South","Region III","BAYLOR","FALSE","33.587948","-99.261635","NULL"
"15519","TX0120100","Seymour Police Department","City","Texas","TX","West South Central","South","Region III","BAYLOR","TRUE","33.618921","-99.207848","12/01/2016"
"15520","TX0130000","Bee County Sheriff's Office","County","Texas","TX","West South Central","South","Region III","BEE","FALSE","28.416077","-97.742586","01/01/2018"
"15521","TX0130100","Beeville Police Department","City","Texas","TX","West South Central","South","Region III","BEE","FALSE","28.416077","-97.742586","NULL"
"15522","TX0140000","Bell County Sheriff's Office","County","Texas","TX","West South Central","South","Region III","BELL","FALSE","31.042303","-97.481374","NULL"
"15523","TX0140200","Belton Police Department","City","Texas","TX","West South Central","South","Region III","BELL","FALSE","31.042303","-97.481374","NULL"
"15524","TX0140300","Harker Heights Police Department","City","Texas","TX","West South Central","South","Region III","BELL","FALSE","31.042303","-97.481374","08/01/2019"
"15525","TX0140400","Killeen Police Department","City","Texas","TX","West South Central","South","Region III","BELL","FALSE","31.042303","-97.481374","NULL"
"15526","TX0140500","Nolanville Police Department","City","Texas","TX","West South Central","South","Region III","BELL","FALSE","31.042303","-97.481374","NULL"
"15527","TX0140700","Temple Police Department","City","Texas","TX","West South Central","South","Region III","BELL","TRUE","31.095078","-97.33949","01/01/2003"
"15528","TX0140900","Central Texas College","University or College","Texas","TX","West South Central","South","Region III","BELL","FALSE","31.042303","-97.481374","NULL"
"15529","TX0141000","Morgans Point Resort Police Department","City","Texas","TX","West South Central","South","Region III","BELL","FALSE","31.128645","-97.46874","NULL"
"15530","TX0141100","Holland Police Department","City","Texas","TX","West South Central","South","Region III","BELL","FALSE","31.042303","-97.481374","NULL"
"15531","TX0141500","Independent School District: Killeen","Other","Texas","TX","West South Central","South","Region III","BELL","FALSE","31.125202","-97.723404","NULL"
"15532","TX0141700","Troy Police Department","City","Texas","TX","West South Central","South","Region III","BELL","FALSE","31.042303","-97.481374","NULL"
"15533","TX0141800","Salado Police Department","City","Texas","TX","West South Central","South","Region III","BELL","FALSE","31.042303","-97.481374","08/01/2018"
"15534","TX0141900","University of Mary Hardin-Baylor","University or College","Texas","TX","West South Central","South","Region III","BELL","FALSE","31.065207","-97.46327","NULL"
"15535","TX0142300","Texas A&M University: Central Texas","University or College","Texas","TX","West South Central","South","Region III","BELL","FALSE","NULL","NULL","NULL"
"15536","TX0150000","Bexar County Sheriff's Office","County","Texas","TX","West South Central","South","Region III","BEXAR","FALSE","29.429178","-98.50717","NULL"
"15537","TX0150100","Alamo Heights Police Department","City","Texas","TX","West South Central","South","Region III","BEXAR","FALSE","29.448671","-98.520147","NULL"
"15538","TX0150200","Balcones Heights Police Department","City","Texas","TX","West South Central","South","Region III","BEXAR","FALSE","29.490864","-98.55476","05/01/2018"
"15539","TX0150300","Castle Hills Police Department","City","Texas","TX","West South Central","South","Region III","BEXAR","FALSE","29.521662","-98.52122","05/01/2017"
"15540","TX0150500","Converse Police Department","City","Texas","TX","West South Central","South","Region III","BEXAR","TRUE","29.52298","-98.309975","08/01/2016"
"15541","TX0150700","Hill Country Village Police Department","City","Texas","TX","West South Central","South","Region III","BEXAR","FALSE","29.448671","-98.520147","01/01/2019"
"15542","TX0150800","Hollywood Park Police Department","City","Texas","TX","West South Central","South","Region III","BEXAR","TRUE","29.592808","-98.473564","10/01/2016"
"15543","TX0150900","Kirby Police Department","City","Texas","TX","West South Central","South","Region III","BEXAR","FALSE","29.467829","-98.38129","07/01/2018"
"15544","TX0151000","Leon Valley Police Department","City","Texas","TX","West South Central","South","Region III","BEXAR","FALSE","29.49208","-98.61705","02/01/2018"
"15545","TX0151100","Olmos Park Police Department","City","Texas","TX","West South Central","South","Region III","BEXAR","FALSE","29.471867","-98.4906","01/01/2019"
"15546","TX0151200","Shavano Park Police Department","City","Texas","TX","West South Central","South","Region III","BEXAR","FALSE","29.448671","-98.520147","NULL"
"15547","TX0151300","Terrell Hills Police Department","City","Texas","TX","West South Central","South","Region III","BEXAR","FALSE","29.474962","-98.45926","NULL"
"15548","TX0151400","Universal City Police Department","City","Texas","TX","West South Central","South","Region III","BEXAR","FALSE","29.560911","-98.31195","NULL"
"15549","TX0151500","Windcrest Police Department","City","Texas","TX","West South Central","South","Region III","BEXAR","FALSE","29.516685","-98.38106","NULL"
"15550","TX0151600","Live Oak Police Department","City","Texas","TX","West South Central","South","Region III","BEXAR","FALSE","29.553207","-98.33037","NULL"
"15551","TX0151700","University of Texas: Health Science Center, San Antonio","University or College","Texas","TX","West South Central","South","Region III","BEXAR","TRUE","29.513067","-98.57758","09/01/2017"
"15552","TX0151900","University of Texas: San Antonio","University or College","Texas","TX","West South Central","South","Region III","BEXAR","FALSE","29.448671","-98.520147","NULL"
"15553","TX0152000","Independent School District: Judson","Other","Texas","TX","West South Central","South","Region III","BEXAR","FALSE","29.448671","-98.520147","02/01/2019"
"15554","TX0152100","Alamo Community College District","University or College","Texas","TX","West South Central","South","Region III","BEXAR","FALSE","29.448671","-98.520147","NULL"
"15555","TX0152200","Selma Police Department","City","Texas","TX","West South Central","South","Region III","COMAL; GUADALUPE; BEXAR","FALSE","29.448671","-98.520147","NULL"
"15556","TX0152300","Somerset Police Department","City","Texas","TX","West South Central","South","Region III","BEXAR","FALSE","29.448671","-98.520147","NULL"
"15557","TX0153000","Helotes Police Department","City","Texas","TX","West South Central","South","Region III","BEXAR","FALSE","29.448671","-98.520147","01/01/2019"
"15558","TX015319E","Trinity University","University or College","Texas","TX","West South Central","South","Region III","BEXAR","FALSE","NULL","NULL","NULL"
"15559","TX015349E","St. Mary's University","University or College","Texas","TX","West South Central","South","Region III","BEXAR","FALSE","NULL","NULL","11/01/2018"
"15560","TX0153500","Independent School District: East Central","Other","Texas","TX","West South Central","South","Region III","BEXAR","FALSE","29.448671","-98.520147","NULL"
"15561","TX0153800","Independent School District: North East","Other","Texas","TX","West South Central","South","Region III","BEXAR","FALSE","29.522142","-98.45817","NULL"
"15562","TX0153900","Fair Oaks Ranch Police Department","City","Texas","TX","West South Central","South","Region III","COMAL; KENDALL; BEXAR","FALSE","29.731081","-98.62902","05/01/2019"
"15563","TX0157000","Texas A&M University: San Antonio","University or College","Texas","TX","West South Central","South","Region III","BEXAR","FALSE","29.330168","-98.545944","NULL"
"15564","TX0160000","Blanco County Sheriff's Office","County","Texas","TX","West South Central","South","Region III","BLANCO","FALSE","30.265605","-98.399977","NULL"
