State,City,Population,"Violent
crime","Property
crime"
KY,Hazard,5455,30,263
KY,Henderson,28952,66,1014
KY,Heritage Creek,1099,0,1
KY,Highland Heights,6938,1,70
KY,Hillview,9465,14,155
KY,Hodgenville,3228,1,23
KY,Hopkinsville,33253,107,1269
KY,Hurstbourne Acres,1847,0,7
KY,Independence,25937,22,186
KY,Indian Hills,2918,0,47
KY,Irvine,2431,0,5
KY,Irvington,1193,0,11
KY,Jackson,2168,3,42
KY,Jamestown,1790,0,12
KY,Jeffersontown,27017,37,698
KY,Jenkins,2131,0,0
KY,La Grange,8277,4,121
KY,Lakeside Park-Crestview Hills,5881,4,115
KY,Lancaster,3429,4,100
KY,Lawrenceburg,11080,17,99
KY,Lebanon,5649,9,123
KY,Lebanon Junction,1861,4,24
KY,Leitchfield,6814,10,247
KY,Lewisburg,801,1,3
KY,Lewisport,1701,3,3
KY,Lexington,308712,946,12447
KY,Liberty,2196,0,24
KY,London,6067,8,260
KY,Louisa,2465,1,36
KY,Louisville Metro,671120,3644,28780
KY,Loyall,664,0,6
KY,Ludlow,4536,8,177
KY,Lynnview,928,1,12
KY,Madisonville,19761,26,420
KY,Manchester,1425,2,29
KY,Marion,3021,6,53
KY,Martin,620,0,3
KY,Mayfield,10141,32,253
KY,Maysville,9024,14,389
KY,McKee,784,0,2
KY,Meadow Vale,748,1,7
KY,Middlesboro,9953,28,613
KY,Monticello,6189,5,155
KY,Morehead,6864,11,148
KY,Morganfield,3242,4,30
KY,Morgantown,2469,2,66
KY,Mortons Gap,859,0,1
KY,Mount Sterling,7023,15,381
KY,Mount Vernon,2469,3,25
KY,Mount Washington,9377,3,131
KY,Muldraugh,1092,3,22
KY,Munfordville,1635,1,9
KY,Murray,18048,38,570
KY,New Haven,875,1,3
KY,Newport,15425,63,1027
KY,Nicholasville,28497,70,1131
KY,Northfield,1040,0,9
KY,Oak Grove,7638,22,251
KY,Olive Hill,1574,1,24
KY,Owensboro,58304,140,2032
KY,Owenton,1540,0,13
KY,Owingsville,1553,1,21
KY,Paducah,25064,72,1197
KY,Paintsville,4123,3,91
KY,Paris,9752,16,298
KY,Park Hills,2993,3,50
KY,Pembroke,903,0,12
KY,Perryville,756,0,6
KY,Pewee Valley,1486,0,5
KY,Pikeville,6870,5,472
KY,Pineville,1834,2,59
KY,Pioneer Village,496,0,12
KY,Powderly,736,0,12
KY,Prestonsburg,3210,10,63
KY,Princeton,6293,8,122
KY,Prospect,4818,0,49
KY,Providence,3171,7,43
KY,Raceland,2377,3,32
KY,Radcliff,23177,46,635
KY,Ravenna,595,0,13
KY,Richmond,32333,95,1525
KY,Russell,3319,4,56
KY,Russell Springs,2455,3,56
KY,Russellville,6949,13,239
KY,Salyersville,1831,1,1
KY,Science Hill,698,0,3
KY,Scottsville,4310,4,88
KY,Shelbyville,14743,32,342
KY,Shepherdsville,11534,25,345
KY,Shively,15511,93,652
KY,Silver Grove,1108,1,31
KY,Simpsonville,2608,1,17
KY,Smiths Grove,723,0,8
KY,Somerset,11352,23,480
KY,Southgate,3806,6,63
KY,South Shore,1115,0,2
KY,Springfield,2577,6,23
KY,Stanford,3689,6,27
KY,Stanton,2697,1,48
KY,St. Matthews,17768,31,701
KY,Strathmoor Village,658,0,2
KY,Sturgis,1888,1,7
KY,Taylor Mill,6670,1,73
KY,Taylorsville,782,0,21
KY,Tompkinsville,2311,1,4
KY,Trenton,392,0,0
KY,Uniontown,983,0,23
KY,Vanceburg,1466,1,11
KY,Versailles,8881,32,534
KY,Villa Hills,7362,0,37
KY,Vine Grove,5298,9,78
KY,Warsaw,1655,1,13
KY,Wayland,419,0,3
KY,West Buechel,1255,14,476
KY,West Liberty,3385,1,23
KY,West Point,766,4,29
KY,Wheelwright,771,0,0
KY,Whitesburg,2060,0,0
KY,Wilder,3045,3,66
KY,Williamsburg,5258,7,102
KY,Williamstown,3887,2,79
KY,Wilmore,3804,0,49
KY,Winchester,18478,52,935
KY,Worthington,1592,0,4
LA,Abbeville,12429,120,559
LA,Addis,4101,8,1
LA,Alexandria,48488,803,3880
LA,Amite,4229,81,437
LA,Baker,13884,31,486
LA,Bastrop,11097,155,1265
LA,Baton Rouge,230212,2127,11418
LA,Bernice,1644,1,13
LA,Berwick,4828,2,66
LA,Blanchard,2922,0,34
LA,Bogalusa,11998,106,592
LA,Bossier City,65578,394,3182
LA,Breaux Bridge,8236,11,481
LA,Broussard,8770,30,294
LA,Brusly,2543,3,0
LA,Carencro,8216,31,308
LA,Church Point,4528,11,79
LA,Clarence,493,0,0
LA,Clinton,1619,1,1
LA,Cottonport,1972,17,9
LA,Coushatta,1928,9,50
LA,Covington,9146,40,335
LA,Delta,285,3,0
LA,Denham Springs,10102,60,976
LA,De Quincy,3165,0,62
LA,De Ridder,10794,78,291
LA,Epps,848,0,0
LA,Erath,2104,20,17
LA,Eunice,10372,98,613
LA,Farmerville,3797,19,249
LA,Ferriday,3411,18,181
LA,Fisher,230,2,1
LA,Florien,635,1,0
LA,Folsom,728,1,19
LA,Franklin,7429,60,368
LA,Franklinton,3798,22,183
LA,French Settlement,1114,2,20
LA,Georgetown,318,0,0
LA,Golden Meadow,2079,0,3
LA,Gonzales,10301,66,772
LA,Grambling,4955,15,112
LA,Gramercy,3474,13,63
LA,Greenwood,3268,10,84
LA,Gretna,17760,67,553
LA,Hammond,20162,251,2305
LA,Harahan,9296,15,140
LA,Haughton,3495,3,3
LA,Hodge,465,2,11
LA,Houma,33717,204,1574
LA,Independence,1654,21,132
LA,Iowa,3160,62,73
LA,Jeanerette,5591,14,107
LA,Jena,3409,3,3
LA,Jennings,10211,30,312
LA,Jonesville,2220,20,109
LA,Kaplan,4596,22,91
LA,Kenner,66854,193,2322
LA,Kentwood,2252,29,224
LA,Killian,1260,1,35
LA,Kinder,2426,13,53
LA,Lafayette,123409,868,7568
LA,Lake Arthur,2728,3,16
LA,Lake Charles,73894,547,3535
LA,Lake Providence,3810,29,32
LA,Leesville,6869,29,250
LA,Livonia,1439,1,1
LA,Lutcher,3403,13,28
LA,Mandeville,12162,24,274
LA,Mansfield,5034,47,308
LA,Many,2814,33,199
LA,Marion,750,1,32
LA,Marksville,5625,77,354
LA,Minden,12965,31,274
LA,Monroe,49396,516,4371
LA,Montgomery,706,8,23
LA,Montpelier,261,1,4
LA,Moreauville,913,1,7
LA,Morgan City,12037,60,462
LA,Napoleonville,645,1,0
LA,Natchitoches,18292,149,1455
LA,New Orleans,377022,2965,14525
LA,North Hodge,387,2,9
LA,Norwood,317,3,0
LA,Oak Grove,1702,5,72
LA,Oil City,1021,2,8
LA,Opelousas,16527,299,1215
LA,Patterson,6079,10,96
LA,Pearl River,2567,15,72
LA,Pineville,14555,81,897
LA,Plaquemine,7019,46,327
LA,Pollock,456,1,10
LA,Ponchatoula,6754,38,340
LA,Port Vincent,733,0,32
LA,Rayne,8031,37,317
LA,Roseland,1158,3,14
LA,Ruston,21969,90,798
LA,Scott,8801,18,235
LA,Shreveport,202189,1397,9584
LA,Slidell,27450,96,1548
LA,St. Francisville,1687,4,64
LA,St. Gabriel,6783,24,76
LA,Sulphur,20064,140,1137
LA,Thibodaux,14544,68,683
LA,Tickfaw,712,1,20
LA,Vidalia,4141,21,161
LA,Vinton,3191,8,51
LA,Walker,6172,38,341
LA,West Monroe,13081,94,1073
LA,Westwego,8521,23,239
LA,Wilson,582,0,3
LA,Winnfield,4683,81,299
LA,Zachary,15749,39,497
LA,Zwolle,1990,7,56
ME,Ashland,1277,0,12
ME,Auburn,22948,32,1072
ME,Augusta,18893,68,1206
ME,Baileyville,1487,10,32
ME,Bangor,32744,70,1844
ME,Bar Harbor,5275,3,79
ME,Bath,8384,8,290
ME,Belfast,6654,9,154
ME,Berwick,7529,8,123
ME,Biddeford,21324,119,1139
ME,Boothbay Harbor,2135,1,60
ME,Brewer,9376,7,298
ME,Bridgton,5308,7,33
ME,Brownville,1225,1,23
ME,Brunswick,20354,23,509
ME,Bucksport,4937,8,78
ME,Buxton,8103,11,98
ME,Calais,3054,11,156
ME,Camden,4848,2,81
ME,Cape Elizabeth,9104,0,98
ME,Caribou,8012,6,112
ME,Carrabassett Valley,780,0,48
ME,Clinton,3425,4,38
ME,Cumberland,7353,1,19
ME,Damariscotta,2204,2,33
ME,Dexter,3856,5,101
ME,Dixfield,2504,1,65
ME,Dover-Foxcroft,4110,9,131
ME,East Millinocket,3027,0,57
ME,Eastport,1302,3,16
ME,Eliot,6257,4,35
ME,Ellsworth,7853,5,274
ME,Fairfield,6657,6,246
ME,Falmouth,11468,5,128
ME,Farmington6,7657,14,210
ME,Fort Fairfield,3412,4,48
ME,Fort Kent,4055,2,12
ME,Freeport,8094,3,158
ME,Fryeburg,3407,5,41
ME,Gardiner,5731,10,164
ME,Gorham,16764,14,164
ME,Gouldsboro,1733,1,15
ME,Greenville,1624,4,41
ME,Hallowell,2362,4,60
ME,Hampden,7275,4,119
ME,Holden,3094,1,82
ME,Houlton,6046,6,143
ME,Islesboro,568,0,5
ME,Jay,4827,3,113
ME,Kennebunk,11023,7,134
ME,Kennebunkport,3517,1,64
ME,Kittery,9540,11,168
ME,Lewiston,36422,89,1217
ME,Limestone,2269,3,16
ME,Lincoln,5094,2,201
ME,Lisbon,8923,5,98
ME,Livermore Falls,3161,2,88
ME,Machias,2173,8,44
ME,Madawaska,3957,2,36
ME,Madison,4776,4,103
ME,Mechanic Falls,3013,6,31
ME,Mexico,2633,3,129
ME,Milbridge,1340,2,7
ME,Millinocket,4430,3,77
ME,Milo,2295,18,82
ME,Monmouth,4105,1,55
ME,Mount Desert,2059,0,32
ME,Newport,3250,2,97
ME,North Berwick,4620,3,32
ME,Norway,4970,9,138
ME,Oakland,6253,3,102
ME,Ogunquit,905,1,38
ME,Old Orchard Beach,8681,11,255
ME,Old Town,7736,11,152
ME,Orono,10663,3,186
ME,Oxford,4075,4,218
ME,Paris,5140,2,122
ME,Phippsburg,2230,0,12
ME,Pittsfield,4162,0,47
ME,Portland,66256,177,2612
ME,Presque Isle,9483,13,161
ME,Rangeley,1176,1,28
ME,Richmond,3388,0,21
ME,Rockland,7205,8,241
ME,Rockport,3314,0,22
ME,Rumford,5738,6,219
ME,Sabattus,5060,6,80
ME,Saco,18848,24,508
ME,Sanford,20913,70,803
ME,Scarborough,19252,17,420
ME,Searsport,2618,0,65
ME,Skowhegan,8537,18,498
ME,South Berwick,7275,4,72
ME,South Portland,25126,60,861
ME,Southwest Harbor,1765,0,50
ME,Swan's Island,331,0,13
ME,Thomaston,2776,0,62
ME,Topsham,8728,4,154
ME,Van Buren,2125,0,15
ME,Veazie,1895,1,63
ME,Waldoboro,5016,4,70
ME,Washburn,1651,1,36
ME,Waterville,15897,43,804
ME,Wells,9803,5,122
ME,Westbrook,17647,38,583
ME,Wilton,4066,5,45
ME,Windham,17363,9,313
ME,Winslow,7704,11,150
ME,Winter Harbor,514,1,5
ME,Winthrop,6051,3,132
ME,Wiscasset,3673,8,53
ME,Yarmouth,8460,6,72
ME,York,12695,8,219
MD,Aberdeen,15039,50,506
MD,Annapolis,38649,169,1056
MD,Baltimore,622671,8725,30789
MD,Baltimore City Sheriff,NA,0,0
MD,Bel Air,10314,47,365
MD,Berlin,4589,5,97
MD,Berwyn Heights,3198,7,52
MD,Bladensburg,9381,95,407
MD,Boonsboro,3457,2,22
MD,Bowie,56483,61,882
MD,Brentwood,3116,1,16
MD,Brunswick,6078,8,75
MD,Cambridge,12530,119,611
MD,Capitol Heights,4455,15,63
MD,Centreville,4503,6,74
MD,Chestertown,5406,27,144
MD,Cheverly,6325,29,167
MD,Chevy Chase Village,2024,0,44
MD,Colmar Manor,1436,12,43
MD,Cottage City,1339,4,29
MD,Crisfield,2656,11,41
MD,Cumberland,20495,160,1341
MD,Delmar,3047,10,83
MD,Denton,4357,13,275
MD,District Heights,5982,6,140
MD,Easton,16721,41,328
MD,Edmonston,1483,7,56
MD,Elkton,15629,194,1042
MD,Fairmount Heights,1532,0,3
MD,Federalsburg,2683,41,84
MD,Forest Heights,2504,4,64
MD,Frederick,66709,328,1792
MD,Frostburg,8740,19,215
MD,Fruitland,5158,20,249
MD,Glenarden,6163,9,96
MD,Greenbelt,23680,106,844
MD,Greensboro,1888,9,55
MD,Hagerstown,40866,244,1498
MD,Hampstead,6336,6,75
MD,Hancock,1562,1,33
MD,Havre de Grace,13530,35,392
MD,Hurlock,2060,4,45
MD,Hyattsville,17955,76,1109
MD,Landover Hills,1776,10,59
MD,La Plata,9032,45,279
MD,Laurel,25675,147,823
MD,Lonaconing,1164,0,1
MD,Luke,64,0,0
MD,Manchester,4806,5,27
MD,Morningside,2049,6,52
MD,Mount Rainier,8268,50,280
MD,New Carrollton,12456,46,267
MD,North East,3685,7,130
MD,Oakland,1896,1,37
MD,Ocean City,7086,83,1223
MD,Ocean Pines,12024,30,148
MD,Oxford,638,0,6
MD,Perryville,4401,13,128
MD,Pocomoke City,4163,49,183
MD,Princess Anne,3302,22,184
MD,Ridgely,1608,10,47
MD,Rising Sun,2874,3,29
MD,Riverdale Park,7126,51,133
MD,Rock Hall,1321,4,18
MD,Salisbury,31517,326,1806
MD,Seat Pleasant,4653,34,152
MD,Smithsburg,2989,1,19
MD,Snow Hill,2112,15,66
MD,St. Michaels,1017,2,46
MD,Sykesville,4453,4,24
MD,Takoma Park,17349,60,468
MD,Taneytown,6730,6,73
MD,Thurmont,6405,11,83
MD,Trappe,1064,4,20
MD,University Park,2603,2,76
MD,Upper Marlboro,639,1,17
MD,Westminster,18632,88,849
MA,Abington,16121,48,297
MA,Acton,22871,8,178
MA,Acushnet,10362,19,74
MA,Adams,8352,21,157
MA,Agawam,28659,41,270
MA,Amesbury,16655,42,239
MA,Amherst,39127,70,367
MA,Andover,34529,20,314
MA,Arlington,44098,55,516
MA,Ashburnham,6166,5,65
MA,Ashby,3169,7,43
MA,Ashland,17162,18,206
MA,Athol,11668,53,154
MA,Attleboro,44034,108,942
MA,Auburn,16361,47,530
MA,Avon,4406,10,252
MA,Ayer,7788,12,137
MA,Barnstable,44837,302,1191
MA,Barre,5453,26,53
MA,Becket,1778,4,27
MA,Bedford,13947,6,74
MA,Belchertown,14744,21,167
MA,Bellingham,16619,35,291
MA,Belmont,25421,24,241
MA,Berkley,6543,9,45
MA,Berlin,2921,0,14
MA,Bernardston,2136,4,15
MA,Beverly,40592,88,574
MA,Billerica,41926,48,468
MA,Blackstone,9094,17,84
MA,Bolton,5060,9,44
MA,Boston,643799,5037,17853
MA,Bourne,19875,91,465
MA,Boxborough,5151,8,24
MA,Boxford,8145,4,34
MA,Braintree,36496,83,771
MA,Brewster,9825,7,132
MA,Brimfield,3675,1,21
MA,Brockton,94448,1162,3189
MA,Brookline,59382,85,676
MA,Burlington,25435,33,501
MA,Cambridge,107282,361,2907
MA,Canton,22100,59,188
MA,Carver,11552,35,185
MA,Charlton,13195,22,113
MA,Chatham,6162,11,123
MA,Chelmsford,34862,22,488
MA,Chelsea,37454,458,1234
MA,Chicopee,55566,272,1563
MA,Chilmark,911,1,8
MA,Clinton,13721,10,40
MA,Cohasset,8450,9,69
MA,Concord,19437,17,184
MA,Dalton,6725,5,69
MA,Danvers,27263,51,761
MA,Dartmouth,34562,49,914
MA,Dedham,25094,15,518
MA,Deerfield,5120,7,86
MA,Dennis,14173,80,505
MA,Dighton,7194,10,30
MA,Douglas,8628,10,58
MA,Dover,5778,2,36
MA,Dracut,30533,20,494
MA,Dudley,11619,34,90
MA,Dunstable,3350,7,22
MA,Duxbury,15244,2,59
MA,East Bridgewater,14044,31,200
MA,East Brookfield,2192,5,16
MA,Eastham,4956,11,100
MA,Easthampton,15997,19,159
MA,East Longmeadow,15946,28,297
MA,Easton,23420,33,246
MA,Edgartown,4252,8,129
MA,Egremont,1225,1,23
MA,Erving,1803,6,22
MA,Essex,3618,0,29
MA,Everett,42966,202,898
MA,Fairhaven,15951,64,364
MA,Fall River,89220,944,2364
MA,Falmouth,31592,102,899
MA,Fitchburg,40521,307,1060
MA,Framingham,70753,172,1025
MA,Franklin,32633,7,171
MA,Freetown,8996,21,137
MA,Gardner,20341,93,571
MA,Georgetown,8457,3,64
MA,Gill,1503,1,12
MA,Gloucester,29383,22,383
MA,Goshen,1057,0,2
MA,Grafton,18182,22,121
MA,Granby,6297,9,75
MA,Granville,1616,2,8
MA,Great Barrington,6972,30,124
MA,Groton,11164,8,86
MA,Groveland,6917,1,17
MA,Halifax,7574,8,77
MA,Hamilton,8122,3,50
MA,Hampden,5161,3,55
MA,Hanover,14275,2,211
MA,Hanson,10342,19,86
MA,Hardwick,3005,5,31
MA,Harvard,6548,4,37
MA,Harwich,12299,24,251
MA,Hatfield,3275,5,10
MA,Haverhill,62249,414,1618
MA,Hingham,22687,17,382
MA,Holbrook,10959,39,183
MA,Holden,17775,8,96
MA,Holliston,14199,14,75
MA,Holyoke,40215,419,2664
MA,Hopedale,5952,18,57
MA,Hopkinton,15689,3,93
MA,Hubbardston,4448,6,44
MA,Hudson,19659,16,209
MA,Hull,10331,42,141
MA,Ipswich,13699,10,122
MA,Kingston,12791,20,191
MA,Lakeville,10939,10,183
MA,Lancaster,7943,8,80
MA,Lawrence,77812,776,2273
MA,Lee,5883,7,98
MA,Leicester,11183,13,250
MA,Lenox,4993,4,120
MA,Leominster,41175,263,1235
MA,Lexington,32632,17,232
MA,Lincoln,6563,6,37
MA,Littleton,9219,9,92
MA,Longmeadow,15844,14,156
MA,Lowell,109449,625,3379
MA,Ludlow,21214,32,320
MA,Lunenburg,11149,22,210
MA,Lynn,91769,814,2398
MA,Lynnfield,11900,2,133
MA,Malden,60816,205,945
MA,Manchester-by-the-Sea,5255,9,28
MA,Mansfield,23552,47,352
MA,Marblehead,20209,17,159
MA,Marion,4923,7,69
MA,Marlborough,39531,156,756
MA,Marshfield,25581,54,229
MA,Mashpee,14041,45,284
MA,Mattapoisett,6149,6,66
MA,Maynard,10393,13,99
MA,Medfield,12309,12,58
MA,Medford,57428,112,898
MA,Medway,12929,1,111
MA,Melrose,27648,21,262
MA,Mendon,5902,5,57
MA,Merrimac,6590,11,56
MA,Methuen,48363,106,1127
MA,Middleboro,23547,70,443
MA,Middleton,9394,11,75
MA,Milford,28312,58,522
MA,Millbury,13355,38,275
MA,Millville,3209,2,32
MA,Milton,27269,21,391
MA,Monson,8716,27,101
MA,Montague,8418,45,222
MA,Monterey,953,0,4
MA,Nahant,3461,8,18
MA,Nantucket,10378,41,330
MA,Natick,34085,36,544
MA,New Bedford,95156,1039,3437
MA,Newburyport,17773,31,177
MA,Newton,86867,74,807
MA,Norfolk,11663,0,41
MA,North Adams,13516,133,585
MA,Northampton,28581,130,800
MA,North Andover,28667,10,479
MA,North Attleboro,28913,2,406
MA,Northborough,14878,18,182
MA,Northbridge,16026,38,308
MA,North Brookfield,4695,34,29
MA,North Reading,15406,12,134
MA,Norton,19414,8,90
MA,Norwell,10622,12,122
MA,Norwood,28906,18,386
MA,Oak Bluffs,4679,18,137
MA,Orange,7818,25,166
MA,Orleans,5892,9,148
MA,Oxford,13828,27,212
MA,Palmer,12155,38,210
MA,Paxton,4884,4,25
MA,Peabody,52178,115,1061
MA,Pelham,1321,0,5
MA,Pembroke,18040,33,159
MA,Pepperell,11920,22,126
MA,Pittsfield,43992,111,1352
MA,Plainville,8512,2,136
MA,Plymouth,57893,184,806
MA,Plympton,2852,7,42
MA,Princeton,3452,7,32
MA,Provincetown,2983,17,105
MA,Quincy,93490,361,1647
MA,Randolph,33583,176,536
MA,Raynham,13580,26,395
MA,Reading,25398,10,184
MA,Rehoboth,11809,13,143
MA,Revere,53777,317,1161
MA,Rochester,5367,3,50
MA,Rockport,7116,6,8
MA,Rowley,6015,6,24
MA,Rutland,8272,25,52
MA,Salem,42468,128,1238
MA,Salisbury,8490,45,178
MA,Sandwich,20713,31,259
MA,Saugus,27628,80,648
MA,Scituate,18230,24,135
MA,Seekonk,14102,33,351
MA,Sharon,17935,1,76
MA,Sherborn,4236,3,39
MA,Shirley,7649,11,44
MA,Shrewsbury,36315,6,269
MA,Somerset,18340,28,263
MA,Somerville,77768,191,1525
MA,Southampton,5976,4,46
MA,Southborough,9908,2,58
MA,Southbridge,16870,82,407
MA,South Hadley,17794,38,276
MA,Southwick,9597,8,122
MA,Spencer,11801,29,161
MA,Springfield,153586,1673,7113
MA,Sterling,7895,12,72
MA,Stockbridge,1966,4,35
MA,Stoneham,21763,11,217
MA,Stoughton,28186,80,532
MA,Stow,6949,4,24
MA,Sturbridge,9399,30,175
MA,Sudbury,18312,0,94
MA,Sutton,9137,4,106
MA,Swampscott,13995,26,266
MA,Swansea,16099,34,350
MA,Taunton,56264,209,962
MA,Templeton,8083,22,81
MA,Tewksbury,29953,141,502
MA,Townsend,9213,7,117
MA,Truro,2016,5,35
MA,Tyngsboro,12183,16,129
MA,Upton,7690,7,60
MA,Uxbridge,13629,21,176
MA,Wakefield,25838,49,313
MA,Wales,1872,1,10
MA,Walpole,24771,11,321
MA,Waltham,62446,141,952
MA,Ware,9856,42,238
MA,Wareham,22567,163,806
MA,Warren,5158,33,60
MA,Watertown,33254,53,461
MA,Wayland,13411,5,42
MA,Webster,16871,122,426
MA,Wellesley,29053,15,202
MA,Wellfleet,2747,4,38
MA,Westborough,18563,14,149
MA,West Boylston,7821,5,109
MA,West Bridgewater,6966,23,142
MA,Westfield,41493,103,661
MA,Westford,23196,14,121
MA,Westhampton,1602,0,5
MA,Westminster,7377,9,189
MA,West Newbury,4419,6,24
MA,Weston,11893,3,65
MA,Westport,15735,27,198
MA,West Springfield,28647,163,1321
MA,West Tisbury,2856,1,26
MA,Westwood,14850,20,111
MA,Weymouth,55432,195,784
MA,Whately,1510,6,17
MA,Whitman,14682,53,217
MA,Wilbraham,14375,17,235
MA,Williamsburg,2474,4,36
MA,Williamstown,7682,14,216
MA,Wilmington,23187,29,253
MA,Winchendon,10551,50,217
MA,Winchester,22082,10,194
MA,Winthrop,18131,58,211
MA,Woburn,39284,83,581
MA,Worcester,183454,1750,6239
MA,Wrentham,11195,8,262
MA,Yarmouth,23736,202,668
MI,Akron,394,1,6
MI,Albion,8524,58,240
MI,Allegan,5055,17,83
MI,Allen Park,27601,35,662
MI,Alma,9256,22,208
MI,Almont,2678,8,51
MI,Alpena,10299,46,260
MI,Ann Arbor,116799,247,2525
MI,Armada,1728,1,8
MI,Auburn Hills,21680,61,759
MI,Bad Axe,3052,14,60
MI,Bangor,1857,13,68
MI,Barryton,363,0,4
MI,Barry Township,3372,0,23
MI,Bath Township,11761,19,145
MI,Bay City,34395,217,938
MI,Belding,5751,7,151
MI,Bellaire,1078,0,6
MI,Belleville,3900,4,84
MI,Benton Harbor,10039,225,706
MI,Benton Township,14578,157,1204
MI,Berkley,15173,12,148
MI,Berrien Springs-Oronoko Township,9170,13,65
MI,Beverly Hills,10399,6,121
MI,Big Rapids,10735,29,200
MI,Birch Run,1525,6,82
MI,Birmingham,20544,14,239
MI,Bloomfield Hills,3952,1,36
MI,Bloomfield Township,41791,23,435
MI,Boyne City,3757,10,78
MI,Breckenridge,1308,1,21
MI,Bridgeport Township,10341,41,192
MI,Brighton,7586,2,147
MI,Bronson,2340,4,65
MI,Brown City,1292,3,35
MI,Brownstown Township,30388,56,419
MI,Buena Vista Township,8500,99,265
MI,Burr Oak,820,8,8
MI,Burton,29263,119,1239
MI,Cadillac,10239,46,423
MI,Calumet,716,4,11
MI,Cambridge Township,5663,1,18
MI,Canton Township,88958,94,1250
MI,Capac,1848,4,41
MI,Carleton,2324,9,29
MI,Caro,4135,26,157
MI,Carrollton Township,5997,20,105
MI,Caseville,756,0,24
MI,Cass City,2372,3,62
MI,Cassopolis,1760,2,24
MI,Cedar Springs,3565,13,90
MI,Center Line,8251,37,234
MI,Central Lake,945,0,11
MI,Charlevoix,2524,4,131
MI,Charlotte,9046,28,251
MI,Cheboygan,4789,20,192
MI,Chelsea,5056,11,59
MI,Chesaning,2353,3,15
MI,Chesterfield Township,43784,119,726
MI,Chikaming Township,3088,3,65
MI,Chocolay Township,6029,0,39
MI,Clare,3095,18,97
MI,Clawson,11984,10,95
MI,Clayton Township,7322,12,76
MI,Clay Township,8891,11,146
MI,Clinton Township,98071,285,2134
MI,Clio,2580,4,102
MI,Coleman,1231,2,51
MI,Colon,1157,2,15
MI,Columbia Township,7415,18,32
MI,Concord,1049,1,9
MI,Corunna,3410,5,40
MI,Covert Township,2833,9,78
MI,Croswell,2379,9,78
MI,Crystal Falls,1431,1,18
MI,Davison Township,19212,27,392
MI,Dearborn,96012,347,3104
MI,Dearborn Heights,56583,212,1338
MI,Denton Township,5434,9,94
MI,Detroit,699889,14504,40835
MI,Dewitt,4587,5,35
MI,Dryden Township,4771,2,39
MI,East Grand Rapids,11100,3,138
MI,East Lansing,48506,109,799
MI,Eastpointe,32402,295,1166
MI,Eaton Rapids,5199,8,80
MI,Eau Claire,624,0,7
MI,Edmore,1195,0,0
MI,Elk Rapids,1629,2,37
MI,Elkton,790,0,5
MI,Elsie,969,0,8
MI,Emmett Township,11648,54,644
MI,Escanaba,12531,26,628
MI,Essexville,3436,2,82
MI,Evart,1877,6,54
MI,Farmington,10514,13,115
MI,Farmington Hills,81084,72,1114
MI,Fenton,11493,17,330
MI,Ferndale,20104,42,463
MI,Flat Rock,9772,17,141
MI,Flint,99941,1907,4261
MI,Flint Township,31182,336,1964
MI,Flushing,8204,5,102
MI,Forsyth Township,6278,12,83
MI,Fowlerville,2910,10,105
MI,Frankenmuth,4925,10,94
MI,Frankfort,1281,2,36
MI,Franklin,3194,2,34
MI,Fraser,14529,29,393
MI,Fremont,4034,5,160
MI,Frost Township,1037,0,21
MI,Fruitport,1090,34,534
MI,Garden City,27110,80,541
MI,Gaylord,3615,8,259
MI,Genesee Township,20977,118,393
MI,Gibraltar,4564,8,66
MI,Gladstone,4915,5,78
MI,Gladwin,2907,15,106
MI,Grand Beach,271,0,2
MI,Grand Blanc,8105,12,139
MI,Grand Blanc Township,36793,63,609
MI,Grand Haven,10731,29,276
MI,Grand Ledge,7772,6,104
MI,Grand Rapids,191213,1326,6188
MI,Grandville,15669,26,718
MI,Grayling,1872,8,100
MI,Green Oak Township,17977,22,231
MI,Greenville,8423,33,345
MI,Grosse Ile Township,10194,4,44
MI,Grosse Pointe,5300,5,97
MI,Grosse Pointe Farms,9271,7,89
MI,Grosse Pointe Park,11287,18,249
MI,Grosse Pointe Shores,2948,0,19
MI,Grosse Pointe Woods,15760,19,220
MI,Hamburg Township,21455,5,162
MI,Hampton Township,9555,13,274
MI,Hamtramck,22017,366,814
MI,Hancock,4614,4,44
MI,Harbor Beach,1659,6,45
MI,Harbor Springs,1204,1,28
MI,Harper Woods,13922,169,979
MI,Hart,2103,4,138
MI,Hartford,2633,10,34
MI,Hastings,7288,14,143
MI,Hazel Park,16642,76,436
MI,Highland Park,11591,187,577
MI,Hillsdale,8188,32,168
MI,Holland,33354,137,1069
MI,Holly,6150,9,92
MI,Hopkins,607,0,4
MI,Houghton,7699,8,111
MI,Howard City,1786,6,61
MI,Howell,9514,28,184
MI,Huntington Woods,6305,1,65
MI,Huron Township,15607,38,203
MI,Imlay City,3586,14,81
MI,Inkster,24850,396,1034
MI,Ionia,11434,21,208
MI,Iron River,2951,5,125
MI,Ironwood,5202,13,91
MI,Ishpeming,6582,8,100
MI,Ishpeming Township,3579,0,11
MI,Jackson,33378,370,1732
MI,Jonesville,2231,2,71
MI,Kalkaska,2017,0,25
MI,Keego Harbor,3013,5,57
MI,Kentwood,50016,141,1213
MI,Kinde,438,0,0
MI,Kinross Township,7821,3,27
MI,Laingsburg,1262,2,14
MI,Lake Linden,1001,1,13
MI,Lake Odessa,2017,5,19
MI,Lake Orion,3052,2,40
