State,City,Population,"Violent
crime","Property
crime"
PA,"Tunkhannock Township, Wyoming County",6297,2,68
PA,Turtle Creek,5331,10,9
PA,Tyrone,5444,21,144
PA,Union City,3274,1,110
PA,Uniontown,10190,47,446
PA,"Union Township, Lawerence County",5088,7,248
PA,Upland,3246,37,117
PA,Upper Burrell Township,2302,0,30
PA,Upper Chichester Township,16929,38,482
PA,Upper Darby Township,82771,450,1852
PA,Upper Dublin Township,26262,14,234
PA,Upper Gwynedd Township,15848,11,82
PA,Upper Leacock Township,8836,2,134
PA,Upper Macungine Township,21972,10,311
PA,Upper Makefield Township,8273,3,57
PA,Upper Merion Township,28585,21,1157
PA,Upper Moreland Township,24149,19,457
PA,Upper Nazareth Township,6388,8,46
PA,Upper Perkiomen,6831,15,111
PA,Upper Pottsgrove Township,5387,11,59
PA,"Upper Providence Township, Delaware County",10310,2,25
PA,"Upper Providence Township, Montgomery County",21699,9,289
PA,Upper Saucon Township,15606,4,200
PA,Upper Southampton Township,15199,8,200
PA,Upper St. Clair Township,19319,5,121
PA,Upper Uwchlan Township,11494,1,57
PA,Upper Yoder Township,5340,5,21
PA,Uwchlan Township,18401,14,210
PA,Valley Township,7300,3,118
PA,Vandergrift,5120,17,11
PA,Vandling,747,1,1
PA,Vernon Township,5544,4,79
PA,Vintondale,402,0,0
PA,Walker Township,1040,1,2
PA,Walnutport,2064,0,0
PA,Wampum,700,0,10
PA,Warminster Township,32802,21,555
PA,Warren,9477,46,226
PA,Warrington Township,23565,18,283
PA,"Warwick Township, Bucks County",14625,19,132
PA,"Washington, Washington County",13905,67,600
PA,"Washington Township, Fayette County",3838,4,55
PA,"Washington Township, Franklin County6",14261,3,240
PA,"Washington Township, Northampton County",5155,0,64
PA,"Washington Township, Westmoreland County",7354,10,39
PA,Watsontown,2368,1,37
PA,Waynesboro6,10650,24,242
PA,"Wayne Township, Lawrence County",2571,0,16
PA,Wellsboro,3300,6,31
PA,Wesleyville,3296,3,95
PA,West Brandywine Township,7446,7,105
PA,West Brownsville,992,0,23
PA,West Caln Township,9081,13,67
PA,West Carroll Township,1272,0,8
PA,West Chester,18988,71,416
PA,West Cocalico Township,7315,4,55
PA,West Conshohocken,1333,2,25
PA,West Cornwall Township,1974,1,4
PA,West Deer Township,11880,2,117
PA,West Earl Township,7981,6,63
PA,Western Berks Regional,4561,1,58
PA,West Fallowfield Township,2584,0,21
PA,West Goshen Township,22970,13,370
PA,West Grove Borough,2867,3,12
PA,West Hempfield Township,16337,12,269
PA,West Hills Regional,10649,5,92
PA,West Homestead,1940,12,27
PA,West Kittanning,1159,0,1
PA,West Lampeter Township,15465,4,159
PA,West Lebanon Township,792,2,73
PA,West Leechburg,1273,0,9
PA,West Mahanoy Township,2837,0,25
PA,West Manchester Township,18831,29,525
PA,West Manheim Township,7990,10,62
PA,West Mead Township,5164,1,9
PA,West Mifflin,20276,57,527
PA,West Newton,2591,7,65
PA,West Norriton Township,15781,43,409
PA,West Nottingham Township,2722,1,16
PA,West Pikeland Township,4072,2,26
PA,West Pittston,4840,5,129
PA,West Pottsgrove Township,3890,17,151
PA,West Reading,4201,29,182
PA,West Sadsbury Township,2472,2,100
PA,West Salem Township,3503,22,95
PA,Westtown-East Goshen Regional,32201,24,280
PA,West View,6755,6,170
PA,West Vincent Township,4856,1,44
PA,West Whiteland Township,18452,8,490
PA,West York,4578,23,206
PA,Whitaker Borough,1271,0,20
PA,Whitehall,13936,11,50
PA,Whitehall Township,27215,30,1370
PA,Whitemarsh Township,17495,12,191
PA,White Oak,7857,7,77
PA,Whitpain Township,19152,17,266
PA,Wiconisco Township,1201,1,5
PA,Wilkes-Barre,41166,208,1389
PA,Wilkes-Barre Township,2959,21,764
PA,Wilkins Township,6359,6,123
PA,Williamsburg,1244,0,14
PA,Williamsport,29536,110,1158
PA,Willistown Township,10600,5,65
PA,Wilson,7844,37,343
PA,Wind Gap,2724,3,43
PA,Womelsdorf,2818,2,41
PA,Woodward Township,2403,1,26
PA,Wrightsville,2293,2,67
PA,Wright Township,5676,1,58
PA,Wyoming,3055,3,111
PA,Wyomissing,10479,10,484
PA,Yardley,2455,5,28
PA,Yeadon,11509,78,377
PA,York,43841,348,1481
PA,York Area Regional,60995,136,711
PA,Youngsville,1686,15,12
PA,Zelienople,3771,4,56
PA,Zerbe Township,1858,0,17
RI,Barrington,16286,3,214
RI,Bristol,22160,11,303
RI,Burrillville,16141,20,143
RI,Central Falls,19404,131,668
RI,Charlestown,7770,8,108
RI,Coventry,34971,31,496
RI,Cranston,80718,151,1755
RI,Cumberland,34028,36,436
RI,East Greenwich,13104,6,169
RI,East Providence,47200,60,725
RI,Foster,4660,3,38
RI,Glocester,9858,3,49
RI,Hopkinton,8112,5,109
RI,Jamestown,5442,1,55
RI,Johnston,29068,26,564
RI,Lincoln,21334,22,461
RI,Little Compton,3474,0,26
RI,Middletown,16037,14,294
RI,Narragansett,15668,11,221
RI,Newport,23874,111,990
RI,New Shoreham,1040,3,21
RI,North Kingstown,26156,25,382
RI,North Providence,32234,47,545
RI,North Smithfield,12138,14,186
RI,Pawtucket,71305,279,2322
RI,Portsmouth,17300,9,210
RI,Providence,178887,1115,7974
RI,Richmond,7598,5,58
RI,Scituate,10443,3,74
RI,Smithfield,21490,16,218
RI,South Kingstown,30309,21,297
RI,Tiverton,15792,21,282
RI,Warren,10557,12,280
RI,Warwick,81789,93,2015
RI,Westerly,22629,24,538
RI,West Greenwich,6085,7,82
RI,West Warwick,28817,54,482
RI,Woonsocket,41057,241,1225
SC,Abbeville,5163,40,215
SC,Aiken,29965,96,1479
SC,Allendale,3272,49,150
SC,Anderson,26812,278,2417
SC,Andrews,2823,26,193
SC,Aynor,613,1,7
SC,Bamberg,3556,23,134
SC,Barnwell,4657,45,365
SC,Batesburg-Leesville,5408,50,265
SC,Beaufort,12918,153,804
SC,Belton,4222,33,219
SC,Bennettsville,8809,115,454
SC,Bishopville,3336,58,242
SC,Blacksburg,1866,10,95
SC,Blackville,2344,16,89
SC,Bluffton,13047,49,379
SC,Burnettown,2734,10,34
SC,Camden,6923,97,463
SC,Central,5153,7,179
SC,Chapin,1506,9,36
SC,Charleston,127206,231,3192
SC,Cheraw,5767,51,365
SC,Chesnee,886,10,57
SC,Chester,5489,69,369
SC,Chesterfield,1446,7,50
SC,Clemson,14136,21,494
SC,Clinton,8479,53,443
SC,Clover,5342,148,150
SC,Columbia,132240,952,7989
SC,Conway,19121,113,880
SC,Cottageville,746,0,14
SC,Coward,752,0,19
SC,Cowpens,2209,5,60
SC,Darlington,6200,48,459
SC,Denmark,3475,24,193
SC,Dillon,6627,107,844
SC,Due West,1237,0,10
SC,Duncan,3253,4,82
SC,Easley,20115,75,1291
SC,Edgefield,4670,11,47
SC,Edisto Beach,411,0,66
SC,Ehrhardt,538,5,34
SC,Elgin,1350,15,80
SC,Estill,1996,31,97
SC,Florence,37611,293,2936
SC,Folly Beach,2702,16,148
SC,Forest Acres,10516,72,603
SC,Fort Lawn,871,3,32
SC,Fort Mill,11530,23,202
SC,Fountain Inn,7975,41,145
SC,Gaffney,12675,66,377
SC,Gaston,1662,5,89
SC,Georgetown,9072,111,514
SC,Goose Creek,39425,85,962
SC,Great Falls,1936,10,116
SC,Greenville,61185,455,3261
SC,Greenwood,23334,300,1493
SC,Greer,26955,125,768
SC,Hampton,2740,10,162
SC,Hanahan,19538,32,442
SC,Hardeeville,4064,36,246
SC,Harleyville,696,8,49
SC,Hartsville,7877,87,792
SC,Hemingway,442,5,31
SC,Holly Hill,1259,16,129
SC,Honea Path,3613,12,156
SC,Inman,2392,10,70
SC,Irmo,11616,53,340
SC,Isle of Palms,4283,2,140
SC,Jackson,1738,0,42
SC,Johnsonville,1498,3,29
SC,Johnston,2286,21,69
SC,Kingstree,3239,41,299
SC,Lake City,6726,68,589
SC,Lake View,792,4,42
SC,Lamar,978,5,36
SC,Lancaster,8824,109,619
SC,Landrum,2433,6,64
SC,Latta,1349,37,97
SC,Laurens,9068,90,601
SC,Lexington,19547,45,697
SC,Liberty,3255,9,125
SC,Loris,2486,19,144
SC,Lyman,3318,3,143
SC,Lynchburg,355,3,19
SC,Manning,4034,58,413
SC,Marion,6813,91,595
SC,Mauldin,24099,40,410
SC,McBee,857,1,35
SC,McColl,2086,19,61
SC,McCormick,2720,9,78
SC,Moncks Corner,8913,38,542
SC,Mount Pleasant,73198,117,1428
SC,Mullins,4574,64,447
SC,Myrtle Beach,28663,475,4575
SC,Newberry,10246,68,493
SC,New Ellenton,2094,8,83
SC,Nichols,362,1,17
SC,North,753,2,37
SC,North Augusta,22033,41,829
SC,North Charleston,103324,693,5804
SC,North Myrtle Beach,14672,120,1568
SC,Orangeburg,13826,99,855
SC,Pacolet,2279,9,116
SC,Pageland,2716,26,169
SC,Pelion,689,5,31
SC,Pickens,3148,13,210
SC,Port Royal,11446,14,294
SC,Prosperity,1185,1,25
SC,Ridgeland,4072,15,150
SC,Rock Hill,68617,372,2583
SC,Salley,412,0,5
SC,Saluda,3565,22,86
SC,Santee,952,13,134
SC,Scranton,903,0,15
SC,Seneca,8096,60,261
SC,Spartanburg,37522,527,2668
SC,Springdale,2698,9,125
SC,St. George,2139,15,131
SC,St. Matthews,1971,13,77
SC,Sullivans Island,1858,2,57
SC,Summerton,972,10,52
SC,Summerville,45210,104,1543
SC,Sumter,40928,387,2014
SC,Surfside Beach,4061,19,260
SC,Swansea,858,16,51
SC,Tega Cay,8028,2,126
SC,Travelers Rest,4803,9,309
SC,Turbeville,816,2,28
SC,Union,8124,77,373
SC,Wagener,812,2,46
SC,Walhalla,4243,23,103
SC,Walterboro,5281,46,548
SC,Ware Shoals,2162,25,160
SC,Wellford,2427,3,30
SC,West Columbia,15715,111,771
SC,Westminster,2433,12,103
SC,West Pelzer,883,2,124
SC,West Union,292,2,42
SC,Whitmire,1439,6,50
SC,Williamston,4008,23,181
SC,Williston,3067,16,112
SC,Winnsboro,3428,14,209
SC,Woodruff,4122,25,97
SC,York,7927,63,341
SD,Aberdeen,26999,74,641
SD,Avon,581,0,0
SD,Belle Fourche,5676,14,88
SD,Beresford,2049,3,13
SD,Box Elder,9079,30,182
SD,Brandon,9393,1,42
SD,Brookings,22741,9,77
SD,Burke,605,0,0
SD,Canton,3268,2,19
SD,Centerville,887,0,5
SD,Chamberlain,2405,18,95
SD,Clark,1045,2,8
SD,Deadwood,1260,1,44
SD,Eagle Butte,1363,0,8
SD,Estelline,757,0,3
SD,Faith,420,0,0
SD,Flandreau,2311,12,29
SD,Freeman,1260,0,1
SD,Gettysburg,1180,0,4
SD,Hermosa,395,0,0
SD,Hot Springs,3541,7,22
SD,Hoven,409,0,0
SD,Huron,12956,55,332
SD,Irene,419,0,0
SD,Jefferson,547,0,0
SD,Kadoka,695,0,2
SD,Kimball,707,0,3
SD,Lead,3076,4,48
SD,Lennox,2229,2,9
SD,Leola,449,0,0
SD,Madison,6904,4,64
SD,Martin,1071,13,27
SD,Menno,587,0,1
SD,Miller,1460,0,12
SD,Mitchell,15555,63,479
SD,Mobridge,3478,6,55
SD,North Sioux City,2550,0,42
SD,Parkston,1471,0,4
SD,Philip,782,0,0
SD,Pierre,13996,31,412
SD,Rapid City,70406,398,2629
SD,Rosholt,427,0,0
SD,Scotland,832,0,0
SD,Selby,640,0,6
SD,Sioux Falls,161754,636,4930
SD,Sisseton,2505,19,46
SD,Spearfish,10778,8,231
SD,Springfield,1979,0,0
SD,Sturgis,6652,10,172
SD,Summerset,1923,1,0
SD,Tea,4459,3,78
SD,Tripp,625,0,0
SD,Tyndall,1054,0,0
SD,Vermillion,10892,31,224
SD,Viborg,773,0,1
SD,Wagner,1575,2,39
SD,Watertown,21900,59,583
SD,Whitewood,934,0,0
SD,Winner,2821,6,16
SD,Worthing,927,0,0
SD,Yankton,14561,48,387
TN,Adamsville,2235,4,56
TN,Alamo,2461,10,71
TN,Alcoa,8605,61,445
TN,Alexandria,975,2,12
TN,Algood,3517,13,144
TN,Ardmore,1206,7,24
TN,Ashland City,4637,20,200
TN,Athens,13504,161,1105
TN,Atoka,8821,11,124
TN,Baileyton,430,2,13
TN,Baneberry,501,0,1
TN,Bartlett,56360,106,1111
TN,Baxter,1389,3,52
TN,Bean Station,2972,16,112
TN,Belle Meade,2999,1,36
TN,Bells,2451,18,53
TN,Benton,1330,2,36
TN,Berry Hill,551,3,42
TN,Big Sandy,549,2,2
TN,Blaine,1860,0,12
TN,Bluff City,1748,5,51
TN,Bolivar,5231,35,263
TN,Bradford,1030,5,12
TN,Brentwood,39635,20,446
TN,Brighton,2960,10,39
TN,Bristol,26660,96,1124
TN,Brownsville,9886,143,446
TN,Bruceton,1454,1,24
TN,Burns,1469,3,39
TN,Calhoun,493,0,11
TN,Camden,3634,5,132
TN,Carthage,2271,6,46
TN,Caryville,2270,10,55
TN,Celina,1494,1,37
TN,Centerville,3531,9,70
TN,Chapel Hill,1450,6,20
TN,Charleston,664,1,17
TN,Chattanooga,172286,1692,11468
TN,Church Hill,6727,16,117
TN,Clarksburg,389,0,2
TN,Clarksville,145599,748,4141
TN,Cleveland,42735,339,2440
TN,Clifton,2697,1,8
TN,Clinton,9881,39,327
TN,Collegedale,9468,16,157
TN,Collinwood,995,0,5
TN,Columbia,34952,276,1435
TN,Cookeville,31174,143,1595
TN,Coopertown,4310,2,45
TN,Copperhill,340,0,2
TN,Cornersville,1194,2,15
TN,Covington,9076,114,578
TN,Cowan,1705,5,26
TN,Cross Plains,1724,5,40
TN,Crossville,11199,142,1182
TN,Crump,1417,3,33
TN,Cumberland City,306,3,13
TN,Dandridge,2862,5,69
TN,Dayton,7351,16,271
TN,Decatur,1570,3,49
TN,Decaturville,862,2,14
TN,Decherd,2451,6,61
TN,Dickson,14920,55,808
TN,Dover,1420,3,18
TN,Dresden,2954,4,65
TN,Dunlap,5005,24,219
TN,Dyer,2300,24,43
TN,Dyersburg,17013,264,1228
TN,Eagleville,620,0,1
TN,East Ridge,21386,152,1151
TN,Elizabethton,14220,42,690
TN,Elkton,569,0,0
TN,Englewood,1533,4,23
TN,Erin,1323,10,21
TN,Erwin,6038,38,72
TN,Estill Springs,2017,10,40
TN,Ethridge,469,6,22
TN,Etowah,3489,16,136
TN,Fairview,8059,13,102
TN,Fayetteville,7155,50,414
TN,Franklin,67465,117,988
TN,Friendship,672,3,6
TN,Gadsden,468,5,12
TN,Gainesboro,946,1,21
TN,Gallatin,31961,127,629
TN,Gallaway,668,4,11
TN,Gates,644,1,10
TN,Gatlinburg,4074,32,331
TN,Germantown,39631,38,526
TN,Gibson,384,0,7
TN,Gleason,1419,1,18
TN,Goodlettsville,16570,89,745
TN,Gordonsville,1198,2,32
TN,Grand Junction,312,2,5
TN,Graysville,1512,4,10
TN,Greenbrier,6586,19,108
TN,Greeneville,15015,70,715
TN,Greenfield,2151,3,15
TN,Halls,2223,14,40
TN,Harriman,6240,40,339
TN,Henderson,6396,24,157
TN,Hendersonville,53617,91,756
TN,Henning,935,9,55
TN,Henry,463,0,15
TN,Hohenwald,3659,20,146
TN,Hollow Rock,707,5,8
TN,Hornbeak,417,0,3
TN,Humboldt,8458,131,353
TN,Huntingdon,3967,8,139
TN,Huntland,850,5,6
TN,Jacksboro,2002,4,238
TN,Jackson,67371,925,3455
TN,Jamestown,1952,8,106
TN,Jasper,3277,8,81
TN,Jefferson City,8213,30,347
TN,Jellico,2309,3,79
TN,Johnson City,64928,297,2572
TN,Jonesborough,5163,8,77
TN,Kenton,1251,1,16
TN,Kimball,1405,3,147
TN,Kingsport,51496,267,2657
TN,Kingston,5850,17,109
TN,Knoxville,183249,1541,11438
TN,Lafayette,4756,14,123
TN,La Follette,7256,52,568
TN,Lake City,1777,11,124
TN,Lawrenceburg,10445,99,606
TN,Lebanon,28208,200,1005
TN,Lenoir City,8945,30,420
TN,Lewisburg,11242,83,288
TN,Lexington,7844,88,407
TN,Livingston,4082,15,89
TN,Lookout Mountain,1866,0,22
TN,Loretto,1727,2,23
TN,Loudon,5710,5,47
TN,Madisonville,4784,26,268
TN,Manchester,10258,58,558
TN,Martin,11404,23,315
TN,Maryville,28009,61,734
TN,Mason,1611,19,43
TN,Maury City,678,6,12
TN,Maynardville,2382,4,125
TN,McEwen,1696,2,18
TN,McKenzie,5406,21,250
TN,Medina,3920,4,25
TN,Memphis,657691,10894,39804
TN,Middleton,686,3,7
TN,Milan,7789,42,267
TN,Millersville,6596,13,68
TN,Millington,10500,92,502
TN,Minor Hill,528,1,1
TN,Monteagle,1172,4,11
TN,Monterey,2829,4,38
TN,Morristown,29300,162,1583
TN,Moscow,547,6,13
TN,Mountain City,2504,4,63
TN,Mount Carmel,5422,7,67
TN,Mount Juliet,27542,48,459
TN,Mount Pleasant,4583,59,123
TN,Munford,6036,14,150
TN,Murfreesboro,115587,705,4051
TN,Nashville,635673,6612,24460
TN,Newbern,3332,26,92
TN,New Johnsonville,1899,5,26
TN,New Market,1362,0,12
TN,Newport,6912,58,607
TN,New Tazewell,2974,9,36
TN,Nolensville,6164,8,52
TN,Norris,1643,0,13
TN,Oakland,6976,8,61
TN,Obion,1092,0,27
TN,Oliver Springs,3250,15,96
TN,Oneida,3740,19,184
TN,Paris,10168,47,577
TN,Parsons,2343,4,30
TN,Petersburg,544,0,11
TN,Pigeon Forge,6023,43,540
TN,Pikeville,1599,5,51
TN,Piperton,1498,0,19
TN,Pittman Center,536,0,8
TN,Plainview,2094,2,43
TN,Pleasant View,4208,0,51
TN,Portland,11944,56,324
TN,Powells Crossroads,1321,0,0
TN,Pulaski,7717,60,337
TN,Puryear,672,1,12
TN,Red Bank,11865,70,525
TN,Red Boiling Springs,1119,1,31
TN,Ridgely,1734,3,13
TN,Ridgetop,1942,1,19
TN,Ripley,8373,134,427
TN,Rockwood,5475,21,376
TN,Rogersville,4389,12,196
TN,Rossville,679,2,11
TN,Rutherford,1129,2,11
TN,Rutledge,1130,4,49
TN,Saltillo,520,1,4
TN,Samburg,213,0,1
TN,Savannah,6987,35,499
TN,Scotts Hill,989,0,3
TN,Selmer,4544,19,180
TN,Sevierville,15883,85,902
TN,Sewanee,2366,2,70
TN,Sharon,930,0,28
TN,Shelbyville,20669,119,580
TN,Signal Mountain,7751,9,51
TN,Smithville,4592,19,207
TN,Smyrna,42240,111,996
TN,Sneedville,1359,6,82
TN,Soddy-Daisy,13004,32,403
TN,South Carthage,1311,8,21
TN,South Fulton,2298,19,67
TN,Sparta,5088,11,409
TN,Spencer,1633,0,10
TN,Spring City,2000,3,44
TN,Springfield,16598,165,825
TN,Spring Hill,31807,48,300
TN,St. Joseph,788,0,17
TN,Sunbright,551,0,5
TN,Surgoinsville,1786,0,17
TN,Sweetwater,5870,30,253
TN,Tazewell,2185,17,72
TN,Tellico Plains,893,1,6
TN,Tiptonville,4392,11,74
TN,Toone,351,1,2
TN,Townsend,450,3,16
TN,Tracy City,1473,20,52
TN,Trenton,4195,45,157
TN,Trezevant,852,2,37
TN,Trimble,630,0,5
TN,Troy,1342,5,37
TN,Tullahoma,18773,73,596
TN,Tusculum,2677,0,10
TN,Union City,10738,62,591
TN,Vonore,1484,8,84
TN,Wartburg,912,3,13
TN,Wartrace,649,1,1
TN,Watauga,452,0,1
TN,Watertown,1490,2,35
TN,Waverly,4139,16,77
TN,Waynesboro,2435,14,51
TN,Westmoreland,2254,7,48
TN,White Bluff,3318,7,57
TN,White House,10679,10,217
TN,White Pine,2227,3,92
TN,Whiteville,4580,14,39
TN,Winchester,8410,50,278
TN,Winfield,965,2,9
TN,Woodbury,2709,6,49
TX,Abernathy,2821,0,12
TX,Abilene,119401,477,4769
TX,Addison,15961,51,784
TX,Alamo,18876,164,1336
TX,Alamo Heights,7443,9,235
TX,Alice,19673,155,1208
TX,Allen,91289,62,1205
TX,Alton,14756,10,325
TX,Alvarado,3813,16,161
TX,Alvin,25110,53,668
TX,Amarillo,196577,1286,8154
TX,Andrews,12529,94,321
TX,Angleton,19016,58,512
TX,Anna,8634,7,103
TX,Anson,2332,4,33
TX,Anthony,5201,5,140
TX,Aransas Pass,8316,32,467
TX,Arcola,1663,5,26
TX,Argyle,3554,3,21
TX,Arlington,378765,1837,15000
TX,Arp,986,0,0
TX,Atlanta,5575,24,240
TX,Aubrey,2730,6,57
TX,Austin,859180,3123,41667
TX,Azle,11304,28,469
TX,Baird,1492,2,27
TX,Balch Springs,25186,200,1393
TX,Balcones Heights,2840,9,373
TX,Ballinger,3738,9,116
TX,Bangs,1586,0,6
TX,Bastrop,7447,23,494
TX,Bay City,17429,60,706
TX,Bayou Vista,1551,2,25
TX,Baytown,73709,285,3653
TX,Beaumont,118177,1225,6192
TX,Bedford,48513,206,1349
TX,Bee Cave,5172,4,138
TX,Beeville,13181,30,379
TX,Bellaire,17617,13,328
TX,Bellmead,9950,152,1180
TX,Bellville,4136,13,115
TX,Belton,19734,67,878
TX,Benbrook,22157,23,499
TX,Bertram,1359,1,17
TX,Beverly Hills,2006,10,94
TX,Big Sandy,1368,0,4
TX,Big Spring,27640,147,1176
TX,Bishop,3174,3,46
TX,Blanco,1800,3,42
TX,Blue Mound,2466,1,25
TX,Boerne,11857,23,363
TX,Bogata,1136,12,49
TX,Bonham,10050,22,282
TX,Borger,13034,134,519
TX,Bovina,1841,5,20
TX,Bowie,5163,11,311
TX,Brady,5560,8,127
TX,Brazoria,3054,16,67
TX,Breckenridge,5638,9,90
TX,Brenham,16268,68,430
TX,Bridge City,7926,12,118
TX,Brookshire,4784,20,91
TX,Brookside Village,1548,4,9
TX,Brownfield,9636,39,194
TX,Brownsville,181590,473,7838
TX,Brownwood,18873,61,828
TX,Bryan,78578,358,2311
TX,Buda,10098,9,252
TX,Bullard,2638,1,45
TX,Bulverde,4783,5,58
TX,Burkburnett,10829,34,311
TX,Burleson,39714,57,1003
TX,Burnet,6075,26,118
TX,Cactus,3241,21,35
TX,Caddo Mills,1375,0,39
TX,Caldwell,4175,8,25
TX,Calvert,1177,5,18
TX,Cameron,5367,17,197
TX,Canyon,14026,16,115
TX,Carrollton,127459,185,2960
TX,Carthage,6918,40,366
TX,Castle Hills,4273,6,335
TX,Castroville,2754,5,44
TX,Cedar Hill,46918,89,1506
TX,Cedar Park,59948,69,851
TX,Celina,6786,7,56
TX,Center,5328,39,235
TX,Chillicothe,697,0,9
TX,Cibolo,21690,16,233
TX,Cisco,3837,5,189
TX,Clarksville,3229,33,61
TX,Cleburne,29327,88,977
TX,Cleveland,7635,69,687
TX,Clifton,3411,2,38
TX,Clint,923,0,8
TX,Clyde,3706,3,59
TX,Cockrell Hill,4317,21,105
TX,Coleman,4544,10,183
TX,College Station,98919,379,2230
TX,Colleyville,24289,9,174
TX,Collinsville,1631,1,19
TX,Colorado City,4084,34,125
TX,Columbus,3611,6,101
TX,Comanche,4234,19,135
TX,Combes,3035,3,33
TX,Commerce,8267,28,212
TX,Conroe,62962,216,2071
TX,Converse,20115,124,460
TX,Coppell,40449,17,580
TX,Copperas Cove,33780,95,1127
TX,Corinth,20692,14,230
TX,Corpus Christi,314523,1939,14601
TX,Corrigan,1559,6,62
TX,Corsicana,23940,121,1209
TX,Crandall,3016,7,54
TX,Crane,3563,5,9
TX,Crockett,6595,25,310
TX,Crosbyton,1758,3,27
TX,Crowell,921,0,0
TX,Crowley,13804,14,360
TX,Cuero,7011,83,261
TX,Cumby,789,2,7
TX,Daingerfield,2513,10,140
TX,Dalhart,8340,53,174
TX,Dallas,1255015,8330,52274
TX,Dalworthington Gardens,2337,1,37
TX,Danbury,1730,1,8
TX,Dayton,7361,24,224
TX,Decatur,6244,17,291
TX,De Kalb,1663,4,54
TX,De Leon,2205,4,46
TX,Del Rio,35499,72,768
TX,Denison,22652,94,844
TX,Denton,123260,338,2777
TX,Denver City,4625,5,76
TX,Desoto,51703,179,1727
TX,Diboll,5390,6,75
TX,Dickinson,19204,37,592
TX,Dilley,4023,6,81
TX,Dimmitt,4500,15,138
TX,Donna,16320,154,1068
TX,Double Oak,2993,1,19
TX,Driscoll,751,1,3
TX,Dublin,3710,2,75
TX,Dumas,15074,50,328
TX,Duncanville,39811,146,1358
TX,Eagle Pass,27578,29,870
TX,Early,2785,27,65
TX,Eastland,3912,9,154
TX,East Mountain,801,5,13
TX,Edcouch,3213,9,87
TX,Edinburg,82271,277,4292
TX,Edna,5598,12,130
TX,El Campo,11525,54,330
TX,Electra,2762,5,35
TX,Elgin,8259,21,164
TX,El Paso,679700,2522,15558
TX,Elsa,6493,18,286
TX,Ennis,18679,61,723
TX,Euless,53236,89,1568
TX,Everman,6276,26,185
TX,Fairfield,2874,4,30
TX,Fair Oaks Ranch,6437,1,30
TX,Falfurrias,4919,9,109
TX,Farmers Branch,29609,65,1055
TX,Farmersville,3448,7,120
TX,Farwell,1347,3,14
TX,Ferris,2498,11,59
TX,Flatonia,1398,2,14
TX,Florence,1213,0,5
TX,Floresville,6882,13,273
TX,Flower Mound,68835,39,491
TX,Floydada,2991,11,60
TX,Forney,16257,19,308
TX,Fort Stockton,8357,58,316
TX,Fort Worth,789035,4420,34272
TX,Frankston,1229,3,47
TX,Fredericksburg,10768,9,255
TX,Freeport,12090,28,469
TX,Freer,2769,28,88
TX,Friendswood,37226,11,418
TX,Friona,4066,1,21
TX,Frisco,131769,100,2507
TX,Fulton,1417,3,55
TX,Gainesville,16089,89,898
TX,Galena Park,11097,18,232
TX,Galveston,48067,236,2335
TX,Garden Ridge,3573,1,29
TX,Garland,235683,514,8371
TX,Gatesville,16072,22,161
TX,Georgetown,53844,71,767
TX,Giddings,4912,15,167
TX,Gilmer,5104,36,205
TX,Gladewater,6503,43,312
TX,Glenn Heights,11853,30,262
TX,Godley,1035,2,18
TX,Gonzales,7324,105,329
TX,Gorman,1071,3,43
TX,Graham,8773,18,386
TX,Granbury,8464,21,589
TX,Grand Prairie,183822,511,5158
TX,Grand Saline,3114,2,76
TX,Granger,1501,1,4
TX,Granite Shoals,4945,7,54
TX,Grapeland,1439,2,26
TX,Grapevine,49075,88,1554
TX,Greenville,25895,204,1279
TX,Gregory,1914,2,28
TX,Groesbeck,4348,2,53
TX,Groves,15725,79,523
TX,Gun Barrel City,5785,12,199
TX,Hale Center,2246,5,62
TX,Hallettsville,2592,17,61
TX,Hallsville,3924,8,46
TX,Haltom City,43676,110,1455
TX,Hamlin,2037,19,48
TX,Harker Heights,28125,90,950
TX,Harlingen,65885,264,2584
TX,Haskell,3323,3,18
TX,Hawkins,1282,0,47
TX,Hawley,610,1,17
TX,Hearne,4443,47,114
TX,Heath,7733,1,55
TX,Hedwig Village,2643,6,208
TX,Helotes,8054,4,116
TX,Hemphill,1200,1,34
TX,Hempstead,6187,18,219
TX,Henderson,13837,96,647
TX,Hereford,15327,55,474
TX,Hewitt,13944,14,127
TX,Hickory Creek,3493,7,108
TX,Highland Park,8900,5,160
TX,Highland Village,15754,8,112
TX,Hill Country Village,1016,0,41
TX,Hillsboro,8377,30,343
TX,Hitchcock,7250,29,234
TX,Hollywood Park,3168,0,76
TX,Hondo,8925,22,234
TX,Hooks,2731,7,38
TX,Horizon City,19439,13,266
TX,Horseshoe Bay,3334,5,75
TX,Houston,2180606,20993,110919
TX,Howe,2602,6,18
TX,Hubbard,1416,0,15
TX,Hudson,4750,27,86
TX,Hughes Springs,1727,1,18
TX,Humble,15473,95,1624
TX,Huntington,2102,4,44
TX,Huntsville,39990,213,1078
TX,Hurst,38456,205,1978
TX,Hutchins,5439,8,192
TX,Hutto,19513,8,164
TX,Idalou,2264,6,20
TX,Ingleside,9541,32,270
TX,Ingram,1805,5,52
TX,Iowa Park,6408,13,63
TX,Irving,228367,530,6175
TX,Jacksboro,4487,13,102
TX,Jacksonville,14816,111,601
TX,Jamaica Beach,1006,0,1
TX,Jarrell,1051,0,11
